0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
"Andhra
,,,,,,Kilpauk,,,66,,,8,,,13,,,10,,
,,,,,,Thiyagaraya Nagar,,,68,,,8,,,16,,,11,,
,,,,,,Nunbakgum,,,63,,,8,,,14,,,11,,
,,,,,,Anna Nagar,,,53,,,8,,,14,,,10,,
,,,Coimbatore,,,"Poniarajapuram, On the top of DEL",,,86,,,4,,,72,,,6,,
,,,,,,G.D.Matric Hr.Sec.School,,,69,,,4,,,9,,,6,,
,,,,,,"SIDCO Office, Coimbatore/ Kurichi",,,77,,,5,,,9,,,7,,
,,,Cuddalore,,,Eachangadu Village,,,94,,,11,,,15,,,13,,
,,,,,,SIPCOT (Project Office),,,82,,,9,,,13,,,11,,
,,,,,,"DEE Office, Cuddalore",,,75,,,12,,,18,,,15,,
,,,Madurai,,,Highway (Project -I) Building,,,70,,,9,,,14,,,12,,
,,,,,,Fenner (I) Ltd. Kochadai,,,67,,,10,,,16,,,13,,
,,,,,,Kunnathur Chatram Avvai Girls HS School,,,75,,,10,,,16,,,13,,
,,,Mettur,,,Raman Nagar,,,79,,,5,,,10,,,6,,
,,,,,,SIDCO,,,77,,,5,,,9,,,6,,
,,,Salem,,,Sowdeswari College Building,,,77,,,4,,,26,,,7,,
,,,Trichy,,,Gandhi Market,,,68,,,8,,,16,,,13,,
,,,,,,Main Guard Gate,,,67,,,10,,,19,,,15,,
,,,,,,Bishop Heber College,,,75,,,9,,,15,,,11,,
,,,,,,Golden Rock,,,72,,,8,,,14,,,12,,
,,,,,,Central Bus Stand,,,69,,,10,,,19,,,15,,
,,,Tuticorin,,,"Fisheries College, Tuticorin Sipcot",,,72,,,6,,,16,,,10,,
,,,,,,Raja Agencies,,,66,,,9,,,15,,,12,,
,,,,,,AVM Jewellery Building,,,83,,,7,,,16,,,10,,
Telangana,,,Adilabad,,,"Building of SCCL Manadamarri Club
Mandamarri, Mancherial",,,108,,,4,,,7,,,5,,
,,,Hyderabad,,,Balanagar,,,106,,,4,,,11,,,6,,
,,,,,,"Tarnaka, NEERI Lab. IICT Campus",,,88,,,2,,,9,,,5,,
,,,,,,"Nacharam, Industrial Estate",,,88,,,2,,,9,,,5,,
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,ABIDS Circle General Post Office,,,88,,,2,,,9,,,5,,
,,,,,,"Uppal, Modern Foods & Industries IDA",,,112,,,4,,,10,,,6,,
,,,,,,Jublee Hills,,,119,,,4,,,11,,,5,,
,,,,,,Paradise,,,119,,,4,,,13,,,6,,
,,,,,,Charminar,,,119,,,3,,,10,,,5,,
,,,,,,Zoo Park,,,85,,,2,,,9,,,4,,
,,,,,,"Jeedimetla Industrial Estate, Rangareddy
Distt.",,,119,,,3,,,11,,,6,,
,,,Karimnagar,,,"On the terrace of the DIC building,
Karimnagar",,,87,,,6,,,14,,,9,,
,,,Khammam,,,CER Club Khamam,,,100,,,7,,,14,,,9,,
,,,,,,Jalasoudha building,,,102,,,6,,,11,,,9,,
,,,Kothur,,,Mehaboobnagar,,,104,,,7,,,13,,,9,,
,,,Nalgonda,,,AP PCB Nalgonda,,,99,,,3,,,7,,,5,,
,,,,,,"M/s. Srini Pharmaceuticals pvt.
Ltd.Choutuppal (V & M)",,,99,,,4,,,7,,,6,,
,,,Nizamabad,,,"subashnagar,nizamabad dist",,,99,,,4,,,6,,,5,,
,,,Patencheru,,,"Police Station, Medak, Ramachadrapuram",,,93,,,4,,,7,,,5,,
,,,Ramagundam,,,"Godavarikhani, Ramagundam, Karimnagar",,,98,,,7,,,13,,,9,,
,,,Sangareddy,,,Pashamylaram/Municipal Office,,,118,,,2,,,52,,,8,,
,,,,,,Regional office Building of SANGAREDDY,,,98,,,3,,,6,,,5,,
,,,,,,"M/s. Mylan Industries, Gaddapothara",,,99,,,5,,,7,,,6,,
,,,Warangal,,,"KUDA Office, Hanumakonda",,,99,,,6,,,11,,,9,,
,,,,,,"Mee-Seva Building ,Municipal Complex",,,98,,,6,,,11,,,9,,
Tripura,,,Agartala,,,"SPCB, Pavivesh Bhawan, Pandit Nehru
Complex, Gorkhabasti, Kunjaban",,,83,,,2,,,6,,,4,,
,,,,,,"Bordowali Bipani Bitan, Agartala MC,
Bordowali, Near Nagerjala",,,83,,,2,,,6,,,4,,
Uttar Pradesh,,,Agra,,,"Regional Office, Bodla",,,90,,,3,,,6,,,4,,
,,,,,,Nunhai,,,94,,,3,,,12,,,5,,
,,,,,,Taj Mahal,,,242,,,2,,,34,,,4,,
,,,,,,DIC Nunhai,,,125,,,2,,,21,,,4,,
,,,,,,Etmad-uddaulah,,,130,,,2,,,35,,,4,,
,,,,,,Rambagh,,,124,,,2,,,20,,,4,,
,,,Allahabad,,,Square crossing circle of Laxmi Talkies,,,92,,,2,,,16,,,9,,
,,,,,,Bharat Yantra Nigam Ltd,,,102,,,2,,,19,,,8,,
,,,,,,Alopibagh/Sewage Pumping Stations,,,92,,,2,,,5,,,3,,
,,,,,,Jhonstonganj/co-operative Bank,,,57,,,2,,,3,,,2,,
,,,,,,Rambagh/Parag Dairy,,,82,,,2,,,5,,,3,,
,,,Anpara,,,"Anpara Colony, Sonabhadra",,,95,,,10,,,22,,,17,,
,,,,,,"Renusagar Colony, Sonabhadra",,,97,,,11,,,21,,,17,,
,,,Baghpat,,,"Sarvodaya Hospital, Tatiri Merrut, Baghpat
Road",,,93,,,6,,,37,,,11,,
,,,,,,"Weavetex Overseas Hostel, Khekra, Baghpat",,,96,,,7,,,37,,,11,,
,,,Bareily,,,IVRI Izatnaga,,,107,,,10,,,45,,,22,,
,,,,,,"Indian oetrol pump, Civil Line",,,107,,,13,,,62,,,31,,
,,,Firozabad,,,Center for Development of Glass Industry,,,104,,,6,,,12,,,8,,
,,,,,,Tilak Nagar,,,104,,,6,,,12,,,8,,
,,,,,,Raza ka Tal,,,103,,,6,,,12,,,8,,
,,,Gajraula,,,"Raunaq Auto Ltd, J.P. Nagar",,,94,,,8,,,43,,,22,,
,,,,,,"Indira Chowk, J.P. Nagar",,,91,,,10,,,50,,,28,,
,,,Ghaziabad,,,"Atlas Cycles Industries, Sahibabad Ind. area",,,93,,,5,,,30,,,15,,
,,,,,,Bulandshaar Road Industrial Area,,,87,,,5,,,26,,,13,,
,,,,,,"Khora Colony, Ghaziabad
Vinoba Bhave Park, Lohia Nagar, Ghaziabad
M. M.M. Engineering College, Gorakhpur",,,86,,,7,,,35,,,12,,
,,,,,,,,,85,,,7,,,30,,,12,,
,,,Gorakpur,,,,,,93,,,2,,,26,,,10,,
,,,,,,"India Glycol Ltd. Gida, Gorakhpur",,,101,,,18,,,62,,,33,,
,,,,,,"Jalkal, Muncipal Corporation, Golghar",,,92,,,9,,,55,,,24,,
,,,Greater Noida,,,"Holland Tractor, Greater Noida",,,88,,,6,,,48,,,12,,
,,,,,,"Honda Power, Greater Noida",,,88,,,6,,,48,,,12,,
,,,Hapur,,,"Srinagar Colony, Railway Road, Hapur",,,89,,,5,,,28,,,13,,
,,,,,,"Jindal Pipes Ltd, Hapur",,,70,,,5,,,28,,,16,,
,,,Jhansi,,,Manik Chawk / Jal chauraha,,,117,,,4,,,20,,,7,,
,,,,,,Veeranga Nagar,,,117,,,3,,,18,,,6,,
,,,Kanpur,,,"Forest & Training Centre, Kidwai Nagar",,,93,,,6,,,20,,,8,,
,,,,,,Chamber Of Commerce Darshanpurwa /,,,94,,,6,,,11,,,8,,
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Deputy ka Parao,,,,,,,,,,,,,,
,,,,,,"Associated Chem Pvt Ltd, Fazalganj, Panki,
Site-5",,,83,,,7,,,11,,,8,,
,,,,,,"Head Post Office, Govind Nagar / Dabauli /
Shastri NGR",,,83,,,6,,,10,,,8,,
,,,,,,Jajmau / Awas Vikas,,,93,,,6,,,9,,,8,,
,,,,,,"I.I.T. Campus, Kanpur",,,100,,,2,,,2,,,2,,
,,,,,,IIT 12 parameter,,,48,,,2,,,2,,,2,,
,,,,,,"Dada Nagar, Kanpur",,,91,,,3,,,17,,,6,,
,,,,,,"Ramadevi, Kanpur",,,88,,,2,,,4,,,2,,
,,,Khurja,,,Central Glass & Ceramic Research Institute,,,95,,,19,,,26,,,22,,
,,,,,,Ahirpara,,,92,,,19,,,23,,,20,,
,,,Lucknow,,,Mahanagar,,,225,,,4,,,19,,,8,,
,,,,,,"Chandganj Garden, Aliganj",,,270,,,4,,,19,,,8,,
,,,,,,"Kapoor Hotel, Hazratganj",,,187,,,4,,,19,,,8,,
,,,,,,Talkatora,,,268,,,4,,,19,,,8,,
,,,,,,Aminabad / S.M.K Chowk,,,279,,,4,,,19,,,8,,
,,,,,,Nagar Nigam,,,268,,,4,,,19,,,8,,
,,,,,,"Ansal Technical Institute Campus, Ansal API",,,266,,,4,,,19,,,8,,
,,,,,,Vikas Khand,,,56,,,2,,,2,,,2,,
,,,Mathura,,,"RO. UPPCB, 65 Baldevpuri, Maholi Road",,,81,,,8,,,15,,,11,,
,,,,,,"CETP, Industrial Area, Mathura",,,83,,,10,,,17,,,13,,
,,,Meerut,,,Begum Bridge,,,59,,,9,,,12,,,10,,
,,,,,,Thana Railway Road / Kesarganj,,,59,,,7,,,8,,,7,,
,,,Moradabad,,,"Hindu College, Station Road",,,91,,,8,,,60,,,32,,
,,,,,,"Central Police Hospital, Civil Lines",,,90,,,5,,,39,,,20,,
,,,Muzaffarnagar,,,"Sahara Parivar Office, Kamal Cinema,
Building, Railway Station Road",,,97,,,6,,,13,,,8,,
,,,,,,"Lekhpal Bhawan, Tehsil Sadar Campus",,,97,,,7,,,15,,,9,,
,,,Noida,,,"UP PPCB, E-12/1, Sector - 1",,,97,,,5,,,31,,,14,,
,,,,,,Gee-Pee Electroplating and Eng. Work,,,96,,,5,,,30,,,15,,
,,,,,,"Subros, Noida
Golf Course, Noida",,,92,,,6,,,39,,,12,,
,,,,,,,,,90,,,7,,,39,,,11,,
,,,Raebareli,,,"Town Hall Colony, Ahmad Nagar, Gulab
Road",,,54,,,7,,,10,,,9,,
,,,,,,"Khoya mandi Tiraha Lucknow Road
Raebareli",,,54,,,12,,,16,,,14,,
,,,,,,Amawan Road Ind. Area Raebareli,,,54,,,7,,,11,,,10,,
,,,Saharanpur,,,"SRE-A, IIT Roorkee, Saharanpur Campus",,,92,,,9,,,25,,,16,,
,,,,,,"UPCL S.E. Office, Near Clock Tower",,,91,,,10,,,23,,,16,,
,,,Unnao,,,"H. No. 5, Krishna Nagar",,,74,,,7,,,11,,,9,,
,,,,,,"IIA Building, Industrial Area, Site 10",,,74,,,8,,,11,,,9,,
,,,Varanasi,,,"Regional Office, Jawahar Nagar",,,98,,,4,,,14,,,9,,
,,,,,,Sigra,,,191,,,3,,,14,,,9,,
,,,,,,Saket Nagar,,,93,,,6,,,15,,,10,,
,,,,,,Banaras Hindu University,,,91,,,6,,,12,,,9,,
,,,,,,Chandpur,,,88,,,9,,,16,,,11,,
Uttarakhand,,,Dehradun,,,"Raipur Road, Near parag Diary",,,68,,,21,,,26,,,23,,
,,,,,,"Clock Tower, PWD Guest House",,,70,,,23,,,27,,,25,,
,,,,,,Himalaya Drug Co. Near ISBT,,,68,,,23,,,28,,,26,,
,,,Haldwani,,,Govt. Women Hospital,,,103,,,5,,,32,,,8,,
,,,Haridwar,,,"SIDCUL, Haridwar",,,66,,,16,,,23,,,20,,
,,,Kashipur,,,"BSNL Office, Kashipur",,,97,,,13,,,24,,,14,,
,,,Rishikesh,,,Nagar Palika Parishad,,,78,,,19,,,25,,,22,,
,,,Rudrapur,,,SIDCUL Office,,,87,,,12,,,23,,,14,,
West Bengal,,,Alipurduar,,,Rabikanta High School,,,103,,,2,,,11,,,7,,
,,,,,,Jaigaon Police Station,,,102,,,2,,,12,,,7,,
,,,,,,Birpara Police Station,,,104,,,2,,,13,,,7,,
,,,Amtala,,,"P Roy Industrial Training Institute, Amtala",,,104,,,2,,,12,,,7,,
,,,Asansol,,,Asansol Municipal Corporation,,,104,,,8,,,18,,,15,,
,,,,,,"Kangsabati Spinning Mill, Barjora",,,104,,,7,,,19,,,15,,
,,,,,,"Burnpur Town Department, Burnpur",,,104,,,11,,,18,,,15,,
,,,Baharampur,,,Baharampur Municipality,,,104,,,2,,,22,,,7,,
,,,Balurghat,,,Balurghar College,,,104,,,2,,,12,,,6,,
,,,Bankura,,,Bankura Municipility,,,104,,,2,,,14,,,2,,
,,,Barasat,,,"Barasat Municipility, 73 Rishi Bankim",,,103,,,2,,,20,,,8,,
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Chandra Road,,,,,,,,,,,,,,
,,,Bardhaman,,,"Bardhaman Town, Rajbati",,,104,,,2,,,14,,,2,,
,,,Barrackpore,,,Barrackpore Municiaplity,,,104,,,2,,,19,,,8,,
,,,,,,Dum Dum Telephone Exchange,,,103,,,3,,,16,,,8,,
,,,,,,Khardah Municipality,,,103,,,4,,,21,,,8,,
,,,Baruipur,,,"Bauipur Police Station, Baruipur",,,104,,,2,,,16,,,7,,
,,,Bolpur,,,Bolpur Municipility,,,104,,,2,,,15,,,2,,
,,,Chinsura,,,"Chinsura Municipility, Pipulpati Auto Stand",,,104,,,2,,,18,,,7,,
,,,Coochbehar,,,ABM Seal College,,,104,,,2,,,14,,,7,,
,,,,,,"Uttarbanga Krishi Visvavidyalaya, Pundibari",,,104,,,2,,,11,,,6,,
,,,Dankuni,,,"Krishnanagar Municipility, Dankuni",,,104,,,2,,,18,,,7,,
,,,Darjeeling,,,Bose Institute Campus,,,104,,,2,,,10,,,5,,
,,,Durgapur,,,"DMC Water Works, Angadpur",,,104,,,9,,,17,,,15,,
,,,,,,"Kwality Hotel, Bhiringi More, Benachiti",,,104,,,2,,,18,,,15,,
,,,,,,"Bidhannagar, PCBL Club, Muchipara",,,103,,,7,,,22,,,11,,
,,,,,,"Dew India Limited, PCBL More, Durgapur",,,104,,,2,,,18,,,15,,
,,,Ghatal,,,"Annapurna Hotel, Ghatal-Panskura Bus
Stand",,,107,,,2,,,22,,,10,,
,,,Haldia,,,"Debhog Milan Viyapith, Bhabanipur",,,107,,,4,,,19,,,9,,
,,,,,,"Bhunia Raichak, Driver's Hut, Bhunia",,,105,,,3,,,22,,,10,,
,,,,,,"Supermarket Building, Durgachak",,,106,,,2,,,20,,,9,,
,,,,,,WBIIDC Ruchi Soya Ind. Durgachak,,,106,,,2,,,20,,,9,,
,,,Howrah,,,Howrah Municipal Corporation,,,105,,,5,,,26,,,13,,
,,,,,,"Naskarpara Pump House, Ghuseri",,,107,,,3,,,21,,,11,,
,,,,,,"CDS & Health Centre, Bator",,,104,,,6,,,23,,,12,,
,,,,,,"Howrah Municipality School, Bandhaghat",,,104,,,4,,,23,,,12,,
,,,Jalpaiguri,,,Raninagar Jalpaigur,,,106,,,2,,,12,,,6,,
,,,Jhargram,,,Jhargram,,,105,,,3,,,19,,,9,,
,,,Kalimpong,,,Kalimpong Municipality,,,104,,,2,,,10,,,6,,
,,,Kalyani,,,"College of Medicine & JNM Hospital, Kalyani
Industrial Area",,,104,,,2,,,20,,,7,,
,,,Kharagpur,,,"AMD Building, TATA Bearing",,,106,,,5,,,24,,,13,,
,,,Kolkata,,,"Salt Lake, Rooftop of CK Market",,,104,,,2,,,13,,,7,,
,,,,,,"KMC office Building, Moulali",,,104,,,2,,,18,,,9,,
,,,,,,"Minto Park, Inside Park AJC Bose Road",,,104,,,3,,,15,,,8,,
,,,,,,"Dunlop Bridge, National Sample Survey",,,104,,,4,,,18,,,10,,
,,,,,,"Behala Chowrasta, Traffic Guard Building",,,104,,,3,,,18,,,8,,
,,,,,,"Upanagari Sporting Club, Baishnabghata",,,104,,,2,,,17,,,8,,
,,,,,,"Cossipore Police Station, B.T. Road",,,79,,,2,,,35,,,10,,
,,,,,,"Dalhousie Square, Lal Bazzar Police Headqtr.",,,79,,,2,,,36,,,9,,
,,,,,,Kasba,,,78,,,2,,,37,,,5,,
,,,,,,RD CPCB,,,111,,,2,,,22,,,4,,
,,,,,,"Infectious Diseases & BG Hospital,
Beliaghata",,,104,,,2,,,18,,,8,,
,,,,,,"CESC Building, Mandeville Gardens,
Gariahat",,,104,,,2,,,13,,,7,,
,,,,,,"Administrative Building, Hyde Road",,,104,,,3,,,20,,,11,,
,,,,,,"KMC Drainage, Pumping Station, 9
Mominpur Road, Mominpur",,,104,,,2,,,14,,,7,,
,,,,,,Paribesh Bhawan,,,104,,,2,,,20,,,7,,
,,,,,,"Milan Tirtha Club, Picnic Garden",,,104,,,2,,,22,,,9,,
,,,,,,"Public Health Engineering Office Building,
Rajarhar",,,104,,,2,,,20,,,7,,
,,,,,,"Tennis Club Biulding, 45-46 Canal West
Road, Fariapukur, Shyambazar",,,104,,,3,,,17,,,9,,
,,,,,,"Elite India Rubber Products Pvt.Ltd., Topsia",,,104,,,3,,,17,,,9,,
,,,,,,"Maniktala Fire Station Building, 17, Bagmari
Lane, Ultadanga",,,104,,,3,,,23,,,9,,
,,,,,,Tollygunge,,,104,,,2,,,12,,,7,,
,,,Krishnanagar,,,"Krishnanagar Municipility, TN Thakur Road",,,104,,,2,,,15,,,7,,
,,,Madhyamgram,,,Madhyamgram Municipality,,,103,,,2,,,20,,,8,,
,,,Malda,,,"WBPCB Office, Paribesh Bhaban, Vill.
Abhirampur",,,103,,,2,,,13,,,7,,
,,,Medinipur,,,Vidyasagar University,,,107,,,4,,,18,,,9,,
,,,Purulia,,,Purulia Municipility,,,104,,,2,,,13,,,2,,
,,,Raigunj,,,Raigunj College,,,104,,,2,,,28,,,7,,
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,Rampurhat,,,Rampurhat Municipility,,,104,,,2,,,12,,,2,,
,,,Ranaghat,,,"Ranaghat Municipility, 11 school lane",,,104,,,2,,,17,,,7,,
,,,Raniganj,,,Raniganj Municipality,,,104,,,10,,,19,,,15,,
,,,,,,"Mangalpur, SKS School Mangalpur",,,104,,,8,,,18,,,15,,
,,,,,,Jamuria Municipality,,,104,,,7,,,20,,,15,,
,,,Rishra,,,Rishra Municipility,,,104,,,2,,,21,,,8,,
,,,Sankrail,,,Bharat Co-op Housing Society,,,104,,,2,,,23,,,9,,
,,,,,,"Bagan Police Station, Bagan",,,104,,,3,,,23,,,10,,
,,,,,,Dhulagar Gram Pachayat,,,106,,,5,,,23,,,12,,
,,,,,,"P Mukherjee's House, Near SBI Amta",,,104,,,4,,,34,,,11,,
,,,Siliguri,,,Siliguri,,,105,,,2,,,13,,,6,,
,,,Suri,,,Suri Municipility,,,104,,,2,,,15,,,2,,
,,,Tamluk,,,"HP Gas Service Station, Maniktala",,,106,,,3,,,23,,,10,,
,,,Tribeni,,,Tribeni Health Center,,,104,,,2,,,16,,,7,,
,,,Uluberia,,,"ESI hospital nursing building, 3rd floor, Near
Sahib Mandir",,,104,,,3,,,23,,,10,,
,,,,,,,,,,,,,NO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City / town /,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Andhra
Pradesh",,,Anantapur,,,Kamala Nagar,,,105,,,10,,,26,,,18,,
,,,,,,APIIC Zonl office industrial estate,,,106,,,9,,,24,,,14,,
,,,,,,"Cancer Unit. G.G.Hsharada Nagar, JNTU
Road",,,108,,,10,,,16,,,12,,
,,,,,,"D.No.6/5/545, Ram Nagar Colony",,,108,,,10,,,24,,,16,,
,,,Chitoor,,,GNC Toll Gate Tirumala,,,107,,,11,,,105,,,37,,
,,,,,,"Near Nutrine Confectionery, Palamaner
Road",,,107,,,9,,,23,,,15,,
,,,,,,"O/O Mines and Geology, Old Collector
Office, Greamspet",,,105,,,10,,,22,,,15,,
,,,,,,"Sankar Foundary, Industrial Estate,
Adjacent of DIC Office",,,106,,,11,,,21,,,15,,
,,,,,,"Rangachari street, Shanthapeta.",,,92,,,10,,,20,,,14,,
,,,Eluru,,,Ashram Diagnostic Centre,,,108,,,15,,,30,,,19,,
,,,,,,District Head quarters hospital,,,108,,,17,,,30,,,19,,
,,,,,,"M/s Laxmi Propylene Ltd., Plot.No. 25,
Industrial Park, Satrampadu",,,108,,,16,,,30,,,19,,
,,,,,,"Somalingeswara nilayam D.N.7B-18-5,
Thooru Veedhi, Eastern street,
Paidichintaadu",,,108,,,17,,,25,,,19,,
,,,Guntur,,,"Near Hindu College, Market Road",,,100,,,17,,,25,,,19,,
,,,,,,"A.P. Pollution Control Board, D.No.4-5-
4/5C,4/3, Navabharath nagar, Ring Road",,,101,,,17,,,25,,,19,,
,,,,,,"Distirct Industries Center office Buiding
Autonagar",,,100,,,16,,,25,,,19,,
,,,,,,Government General hospital,,,101,,,17,,,24,,,19,,
,,,Kadapa,,,"Near ICL Industries, Yerragunta, YSR",,,108,,,10,,,25,,,16,,
,,,,,,"Devi Diabetes & Hormone Centre, 7 Roads",,,106,,,10,,,27,,,15,,
,,,,,,"DIC Office,Kadapa",,,108,,,10,,,20,,,15,,
,,,,,,Rajiv Gandhi Institute of Medical Sciences,,,108,,,9,,,19,,,13,,
,,,,,,Municipal Primary School,,,107,,,10,,,23,,,15,,
,,,Kakinada,,,Office Building Ramanayyapeta,,,102,,,11,,,24,,,18,,
,,,,,,"Gram Panchayathi building, Suryaraopeta",,,105,,,10,,,27,,,19,,
,,,,,,"MEE Seva / MEPMA Office, Sailipeta",,,105,,,10,,,29,,,20,,
,,,,,,"Petro Chemical Engineering Block, JNTU ,
Pithapuram Road",,,106,,,9,,,27,,,18,,
,,,Kurnool,,,"Mourya Inn, Krishna Nagar",,,108,,,9,,,24,,,14,,
,,,,,,"APIIC Building Industrial estate, Kallur at
IDA Bobbili Growth Center",,,107,,,10,,,23,,,15,,
,,,,,,Rajvihar Circle,,,108,,,11,,,36,,,19,,
,,,,,,"Pump House, Venkataramana Colony",,,108,,,10,,,18,,,12,,
,,,Nellore,,,"Venkatareddy Nagar, Vedayapalem",,,107,,,16,,,25,,,19,,
,,,,,,"D. No.15-471, James Garden, Venkata
Ramapuram, Nellore, SPSR Nellore District",,,107,,,15,,,25,,,19,,
,,,,,,Chandramouli nagar,,,107,,,16,,,27,,,19,,
,,,,,,"Dr.P.V. Rama chandra Reddy Hospital,
Brindavnam",,,107,,,15,,,25,,,19,,
,,,Ongole,,,Near Court Center,,,107,,,15,,,26,,,19,,
,,,,,,"APIIC, Administrative Office, Growth
Centre, Gundlapalli",,,104,,,16,,,26,,,19,,
,,,,,,Ongole Municipal Corporation,,,106,,,16,,,26,,,19,,
,,,,,,Prakasam Milk Product Compay,,,105,,,16,,,26,,,19,,
,,,"Rajahmundry/
Rajamahendrav
aram",,,"Staff Clud Building, A.P. Paper Mill",,,98,,,11,,,29,,,19,,
,,,,,,"GAIL Administrative Office, A.V. Apparao
Road",,,104,,,10,,,27,,,18,,
,,,,,,"MCH Block ,District Hospital, Near Central
Prison, Lalacheruvu Road",,,105,,,10,,,27,,,18,,
,,,,,,"APEPDCL, Circle Office Godavari Gattu",,,97,,,11,,,27,,,18,,
,,,Srikakulam,,,"SAMKRG Pistons Quarters Bulding, Near
IDA, Pydibhimavaram",,,96,,,13,,,29,,,18,,
,,,,,,"District cooparative office at SKLM Old
Bridge",,,106,,,11,,,28,,,18,,
,,,,,,"APIIC, Kushalapuram",,,95,,,12,,,28,,,19,,
,,,,,,"Muncipal corporation Office, Old Bustand",,,107,,,13,,,27,,,19,,
,,,,,,,,,,,,,NO2 Concentration in µg/m3,,,,,,,
,,,,City / town /,,,,,,No. of,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,Tirupati,,,"Regional Science Centre, Chittoor Bypass",,,106,,,10,,,21,,,14,,
,,,,,,"Municipal Office, Tilak Road",,,107,,,11,,,29,,,17,,
,,,,,,"APPCB-Regional Office, 1st Floor, APSFC
Building, NT road",,,100,,,10,,,20,,,14,,
,,,,,,"Sri Venkateswara Guest House (TTD SV
Rest House), Near APSRTC Bus Stand",,,108,,,11,,,25,,,16,,
,,,Vijaywada,,,"NTR Veterinary college of sciences,
Gannavaram",,,107,,,15,,,30,,,19,,
,,,,,,"VR Siddhartha Engineering college , Kanuru",,,107,,,14,,,32,,,19,,
,,,,,,"APIIC, IALA, IDA, Kondaplli",,,106,,,15,,,29,,,19,,
,,,,,,Benz Circle,,,107,,,15,,,28,,,19,,
,,,,,,Autonagar,,,108,,,15,,,29,,,19,,
,,,,,,Police Control Room,,,89,,,16,,,30,,,20,,
,,,,,,"A.P. Pollution Control Board, plot no. 41,
Sri Kanakadurga Officers colony, Gurunank
Road",,,108,,,14,,,30,,,19,,
,,,,,,"Gram Panchayat Office, Yenamalakuduru",,,108,,,13,,,31,,,18,,
,,,,,,"Indian Medical Association Hall,Eluru Road,
Governorpet",,,108,,,15,,,27,,,19,,
,,,Vishakhapatnam,,,"Industrial Estate, Marripalem",,,108,,,11,,,31,,,21,,
,,,,,,"Panchayat Raj office, Mindi",,,105,,,10,,,28,,,18,,
,,,,,,Police Barracks,,,105,,,14,,,32,,,22,,
