0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
"Andhra
,,,,,,"Dr. D.Y. Patil College, Nerul, TTC",,,229,,,22,,,67,,,45,,
,,,,,,"MPCB Lab, Mhape, TTC",,,168,,,35,,,73,,,47,,
,,,,,,CIDCO Nodal Office Kharghar,,,103,,,35,,,68,,,48,,
,,,,,,"Water Pump House, Panvel, Taloja",,,168,,,35,,,75,,,48,,
,,,,,,"MIDC Collom Facility Building, Taloja",,,229,,,28,,,75,,,47,,
,,,"Pimpri-
Chinchwad",,,"Bank of Baroda Builing, Near M.C Builiding",,,199,,,23,,,176,,,78,,
,,,Pune,,,"Maratha Chamber of commerce, Bhosari",,,62,,,21,,,178,,,72,,
,,,,,,State Electricity Board BLDG Nalstop,,,113,,,25,,,254,,,87,,
,,,,,,Swargate Police Chawki,,,33,,,48,,,178,,,101,,
,,,Sangli,,,"Udyog bhavan / SRO, MPCB Sangli",,,99,,,10,,,87,,,34,,
,,,,,,Sangli- Miraj Primary school Building,,,226,,,10,,,102,,,42,,
,,,,,,Krishna Valley School,,,163,,,10,,,102,,,39,,
,,,Solapur,,,WIT Campus,,,102,,,31,,,39,,,35,,
,,,,,,Voronoko School / Chitale Clinic,,,144,,,31,,,39,,,35,,
,,,Thane,,,"Maternity Hospital, Dhobighat, Thane East",,,24,,,33,,,40,,,37,,
,,,,,,"Shahu Market,Naupada, Thane West",,,49,,,33,,,45,,,37,,
,,,,,,"Kolshet and Balkum, Thane West",,,73,,,32,,,45,,,36,,
,,,Ulhasnagar,,,Smt. C. H. M. College Campus,,,99,,,18,,,83,,,48,,
,,,,,,"Octroi Naka, Pawai-Chowk, Vithalwadi",,,107,,,24,,,110,,,63,,
Manipur,,,Imphal,,,Secretariat Building,,,57,,,5,,,52,,,21,,
Meghalaya,,,Byrnihat,,,"EPIP, Ri-Bhoi district",,,121,,,5,,,18,,,13,,
,,,Dawki,,,"Terrace building, Jaintia Hills District",,,121,,,5,,,18,,,13,,
,,,Khliehriat,,,"O/o BDO, C & R.D. Block-Khliehriat",,,122,,,5,,,15,,,11,,
,,,Nongstoin,,,"Office Premises of E.E, PHED",,,121,,,5,,,21,,,13,,
,,,Shillong,,,"Boards Office Permises, Lumpyngngad",,,106,,,5,,,13,,,7,,
,,,,,,State Tuberculosis Hospital,,,121,,,5,,,26,,,20,,
,,,,,,"Forest Rest House, Polo Hills",,,117,,,5,,,16,,,11,,
,,,,,,"41/2 mile, Mylliem Range Office",,,119,,,5,,,16,,,9,,
,,,Tura,,,"PHED, Araimille, West Garo Hills District",,,116,,,5,,,16,,,12,,
,,,"Umiam /
Umsning",,,"Umiam Industrial Complex, Ri-Bhoi District",,,120,,,5,,,15,,,12,,
Mizoram,,,Aizawl,,,"Khatla, M.G-Road, Mizoram SPCB",,,103,,,5,,,15,,,11,,
,,,,,,Laipuitlang,,,106,,,5,,,5,,,5,,
,,,,,,Bawngkawn,,,102,,,5,,,17,,,9,,
,,,,,,"Dawrpui Y.M.A, Building, Dawrpui",,,102,,,5,,,21,,,11,,
,,,,,,"Lengpui Airport, Model Veng, Lengpui",,,94,,,5,,,5,,,5,,
,,,Champhai,,,"D.T.O Office Building, Kahrawt veng",,,101,,,5,,,5,,,5,,
,,,,,,"Lalzidinga building, Vengthlang",,,101,,,5,,,5,,,5,,
,,,Kolasib,,,"H. Lalthuama Building, Project Veng",,,101,,,5,,,5,,,5,,
,,,,,,"Synod Bookroom, Building Diakkawn",,,101,,,5,,,5,,,5,,
,,,Lunglei,,,"Thangkhuma Building, Salem Veng",,,96,,,5,,,5,,,5,,
,,,,,,"K.Lalliantluanga, Chanmari I, Lunglei",,,96,,,5,,,5,,,5,,
Nagaland,,,Dimapur,,,Bank Colony,,,139,,,5,,,32,,,8,,
,,,,,,Dhobinala,,,121,,,5,,,24,,,13,,
,,,,,,"Signal point, Dimapur, Nagaland SPCB",,,103,,,5,,,5,,,5,,
,,,,,,"House no-288, Tenyiphe-I, Chumukiedima,
Dimapur",,,103,,,5,,,25,,,7,,
,,,,,,"Vidya Bhawan School, Lane 17, Nagarjan,
Kuda Village, Dimapur",,,48,,,5,,,5,,,5,,
,,,,,,"House no 24, Near community Hall, Viola
colony, Dimapur",,,48,,,5,,,5,,,5,,
,,,,,,,,,48,,,5,,,16,,,9,,
,,,,,,,,,,,,,NO2 Concentration in µg/m3,,,,,,,
,,,,City / town /,,,,,,No. of,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,Kohima,,,Opposite NST Office,,,138,,,5,,,10,,,5,,
,,,,,,Opposite War Cemetery,,,121,,,5,,,12,,,5,,
Odisha,,,Angul,,,Industrial Estate,,,102,,,18,,,33,,,27,,
,,,,,,NALCO Township,,,102,,,22,,,34,,,26,,
,,,Balasore,,,Sahadevkhunta,,,104,,,10,,,12,,,11,,
,,,,,,DIC office,,,104,,,10,,,13,,,11,,
,,,,,,Rasalpur near Balgopalpur I/A,,,104,,,11,,,14,,,11,,
,,,Berhampur,,,Regional Office Orissa SPCB,,,107,,,13,,,46,,,19,,
,,,Bhubneshwar,,,Capital Police Station,,,97,,,11,,,37,,,19,,
,,,,,,IRC Village,,,94,,,12,,,24,,,16,,
,,,,,,Office Premises Bhubaneswar,,,100,,,11,,,22,,,16,,
,,,,,,"Water works, Palasuni, Rasalgarh",,,69,,,10,,,51,,,17,,
,,,,,,"Patrapara, Khandagiri",,,101,,,12,,,33,,,14,,
,,,,,,Chandrashekharpur,,,91,,,13,,,22,,,15,,
,,,Bonaigarh,,,"Govt. Hospital Bonai At/Po/PS-Bonai Dist-
Sudargarh",,,104,,,11,,,26,,,16,,
,,,Cuttack,,,"Traffic Tower, Badambadi",,,58,,,14,,,31,,,19,,
,,,,,,P.H.D Office Barabati,,,104,,,13,,,33,,,18,,
,,,,,,"R.O. Cuttack Office, Surya Vihar",,,104,,,14,,,38,,,22,,
,,,Jharsuguda,,,R.O. Building Cox colony,,,108,,,11,,,43,,,13,,
,,,,,,"TRL Colony, M/s. TRL Krosaki Refractories
Ltd. PO: Bhepahar,",,,106,,,11,,,27,,,18,,
,,,Kalinga Nagar,,,Over the Guest House of M/s NINL,,,55,,,13,,,22,,,18,,
,,,,,,"Maintenance Office of M/s NINL, Duburi",,,77,,,11,,,27,,,17,,
,,,Konark,,,Konark Police Station,,,101,,,11,,,16,,,13,,
,,,Paradeep,,,On roof of PPT Staff Quarter,,,101,,,6,,,16,,,11,,
,,,,,,On roof of PPL Gueest,,,101,,,6,,,20,,,10,,
,,,,,,On roof of STP building IFFCO,,,83,,,6,,,12,,,10,,
,,,Puri,,,Sadar police station,,,46,,,13,,,18,,,15,,
,,,,,,Town Police Station,,,75,,,13,,,22,,,15,,
,,,Rajgangpur,,,"DISIR, Rajgangpur",,,103,,,11,,,37,,,19,,
,,,Rayagada,,,Regional Office Orissa SPCB,,,104,,,11,,,22,,,17,,
,,,,,,"LPS High School, Jaykaypur",,,101,,,12,,,21,,,17,,
,,,Rourkela,,,"Regional Office, ORPB",,,104,,,10,,,22,,,14,,
,,,,,,Kalunga Industrial Estate,,,104,,,9,,,26,,,17,,
,,,,,,"IDL Police Out-post, Sonaparbat",,,104,,,10,,,16,,,11,,
,,,,,,"Kuarmunda, Sundergarh",,,104,,,8,,,22,,,12,,
,,,Sambalpur,,,"Filter Plant, PHD Office, Modipara",,,105,,,19,,,46,,,24,,
,,,Talcher,,,Coal Field Area,,,104,,,23,,,35,,,28,,
,,,,,,T.T.P.S.Colony,,,104,,,24,,,33,,,29,,
Puducherry,,,Karaikal,,,"B.Ed College (PKCE), Nehru Nagar",,,88,,,5,,,11,,,5,,
,,,,,,"Govt. Tourist Home, Kovilpathu",,,91,,,5,,,10,,,6,,
,,,,,,"M/s Puducherry Power Corporation
Limited, Polagam, T.R. Pattinam,",,,82,,,5,,,9,,,5,,
,,,Puducherry,,,"DSTC Office Upstairs, PHB 3rd Floor,
AnnaNagar",,,92,,,9,,,17,,,13,,
,,,,,,PIPDIC Ind. Estate Mettupalayam,,,87,,,10,,,16,,,13,,
,,,,,,Chamber Of Commerce,,,85,,,6,,,14,,,10,,
Punjab,,,"Aligarh
(Jagraon)",,,"Forest Office, Vill:Aligarh, Teh:Jagraon",,,103,,,9,,,37,,,17,,
,,,Amritsar,,,"R.O. Focal Point (earlier Nagina soap
factory)",,,62,,,25,,,38,,,33,,
,,,,,,"Vinod Chilling Center / Kochar Bhavan
(earlier A-1,Platers)",,,60,,,26,,,46,,,35,,
,,,"Aspal Khurd
(Tapa)",,,"Vill:Aspal Khurd, Teh:Tapa",,,124,,,9,,,18,,,12,,
,,,"Bara Pind
(Goraya)",,,"Vill:Bara Pind, Teh:Goraya",,,83,,,10,,,26,,,20,,
,,,Bhatinda,,,"Bathinda Milk Producers, Dabwali Road",,,84,,,5,,,21,,,13,,
,,,"Binjon
(Garshankar)",,,"CHC, Vill:Binjon, Teh: Garshankar",,,80,,,9,,,19,,,14,,
,,,"Bishanpura
(Payal)",,,"Longowalia Yarns (Unit-II), Vill-Bishanpura,
Teh: Payal",,,93,,,9,,,39,,,21,,
,,,"Changal
(Sangrur)",,,"Mastuana Sahib, Vill:Changal, Teh:Sangrur",,,106,,,6,,,26,,,13,,
,,,Chowkimann,,,"Ludhiana College of Engineering,",,,102,,,9,,,32,,,19,,
,,,,,,,,,,,,,NO2 Concentration in µg/m3,,,,,,,
,,,,City / town /,,,,,,No. of,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,(Jagraon),,,"Vill:Chowkimann, Teh:Jagraon",,,,,,,,,,,,,,
,,,"Dera Baba
Nanak",,,C-PYTE Building,,,67,,,11,,,17,,,13,,
,,,Dera Bassi,,,"Punjab Chem and Crop Protection,
Bhanakarpur Rd",,,107,,,9,,,26,,,13,,
,,,,,,"Winsome Yarns Ltd., Barwala Road",,,114,,,9,,,18,,,12,,
,,,"Fatehpur
(Samana)",,,"Baba Banda Singh Bahadur College,
Vill:Fatehpur, Teh:Samana",,,38,,,10,,,13,,,11,,
,,,Gobindgarh,,,"Modi Oil and General Mills, Mandi",,,126,,,13,,,44,,,36,,
,,,,,,"Raj Steel Rolling Mills, Mandi",,,133,,,13,,,40,,,35,,
,,,,,,"United Rolling Mills, Mandi Gobindgarh",,,130,,,15,,,98,,,36,,
,,,"Guru Ki Dhab
(Kotkapura)",,,"Vil:Guru Ki Dhab / Basti Himmatpura,
Teh:Kotkapura",,,22,,,7,,,26,,,13,,
,,,"Jaito Sarja
(Batala)",,,"Royal Nursing College, Vill: Jaito Sarja, Teh:
Batala",,,37,,,11,,,18,,,14,,
,,,Jalandhar,,,Municipal Council Tubewell No. 27,,,81,,,18,,,49,,,25,,
,,,,,,Regional Office,,,73,,,18,,,47,,,24,,
,,,,,,"Punjab Maltex , Kapurthala Road",,,59,,,12,,,40,,,22,,
,,,,,,Focal Point,,,62,,,20,,,34,,,25,,
,,,Khanna,,,"Markfed Vanaspati, Khanna",,,112,,,7,,,73,,,26,,
,,,,,,"AS School, Khanna",,,116,,,11,,,45,,,27,,
,,,"Kharaori
(Sirhind)",,,"Vill:Kharaori, Teh:Sirhind",,,126,,,10,,,29,,,13,,
,,,"Kotladoom
(Ajnala)",,,"Satyam College, Ramtirath Road, Vill:
Kotladoom, Teh: Ajnala",,,62,,,11,,,18,,,13,,
,,,"Lakho ke
Behram
(Ferozpur)",,,"Vill:Lakho ke Behram, Teh:Ferozpur",,,11,,,5,,,12,,,,,
,,,Ludhiana,,,Bharat Nagar Chowk / RO Gill Road,,,120,,,13,,,39,,,23,,
,,,,,,"Nahar Spining Mlls, Dholewal Chawk",,,126,,,11,,,46,,,25,,
,,,,,,"Ludhiana Coop. Milk Producer, Ferozpur Rd",,,137,,,5,,,48,,,24,,
,,,,,,"PPCB Office Building, Vishavkarma Chowk",,,131,,,20,,,86,,,32,,
,,,"Mrar Kalan
(Muktsar)",,,"Vill: Mrar Kalan, Teh:Muktsar",,,42,,,10,,,26,,,14,,
,,,"Mukandpur
(Nawashahar)",,,"Govt. Senior Sec. School, Vill:Mukandpur,
Teh:Nawashahar",,,78,,,13,,,26,,,17,,
,,,"Mureedke
(Batala)",,,"Johal Farm, Vill: Mureedke, Teh: Batala",,,98,,,8,,,18,,,12,,
,,,"Naudhrani
(Malerkotla)",,,"Vill:Naudhrani, Teh:Malerkotla",,,104,,,9,,,25,,,13,,
,,,Naya Nangal,,,Punjab Alkalis & Chemicals Ltd,,,95,,,9,,,22,,,12,,
,,,,,,"M/s NFL Guest House,Naya Nangal",,,108,,,9,,,23,,,12,,
,,,Patiala,,,"Ceylon Industries, Factory Area, Patiala",,,128,,,9,,,30,,,12,,
,,,,,,"Fire Brigade Station, Bahera Road, Patiala",,,132,,,10,,,23,,,12,,
,,,"Peer
Mohammad
(Jalalabad)",,,"Vill:Peer Mohammad, Teh:Jalalabad",,,23,,,10,,,13,,,12,,
,,,"Poohli
(Bhatinda)",,,"Vill: Poohli, Teh:Bhatinda",,,23,,,10,,,26,,,15,,
,,,"Qila Bharian
(Sangrur)",,,"Gurdwara Gangsar Sahib, Vill:Qila Bharian,
Teh:Sangrur",,,112,,,10,,,27,,,13,,
,,,Rakhra (Patiala),,,"Shree Ganesh Group of Institute,
Vill:Rakhra, The:Patiala",,,53,,,11,,,13,,,12,,
,,,"Rohila
(Samrala)",,,"Gopimal Kaur Sain Industries Pvt. Ltd,
Vil:Rohila, Teh:Samrala",,,120,,,9,,,42,,,20,,
,,,"Tirathpur
(Amritsar I)",,,"United ITI, Vill: Tirathpur, Teh:Amritsar I
(earlier Sriguru Harkishan Public
School,Rasulpur Kalan)",,,58,,,10,,,14,,,13,,
Rajasthan,,,Alwar,,,Rajasthan State Pollution Control Board,,,98,,,22,,,40,,,30,,
,,,,,,Gaurav Solvex Ltd. MIA,,,103,,,28,,,45,,,37,,
,,,,,,"RIICO Pump House, MIA",,,105,,,27,,,45,,,34,,
,,,Bharatpur,,,Khadi Gramoday Samiti,,,97,,,23,,,38,,,27,,
,,,,,,RIICO office Building,,,99,,,5,,,34,,,25,,
,,,,,,"RO, Building",,,102,,,20,,,30,,,24,,
,,,Bhiwadi,,,R.O.Building,,,101,,,15,,,78,,,44,,
,,,,,,UIT Guest House,,,38,,,31,,,79,,,53,,
,,,,,,Uttam Strips Ltd,,,97,,,12,,,79,,,42,,
,,,,,,,,,,,,,NO2 Concentration in µg/m3,,,,,,,
,,,,City / town /,,,,,,No. of,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,Chittorgarh,,,"Regional Office building, RSPCB, Near FCI
Godown, Chnaderiya",,,102,,,18,,,91,,,29,,
,,,,,,"Veterinary Hospital, Meeranagar",,,97,,,15,,,83,,,27,,
,,,,,,"PHED Pump House, Segawa",,,97,,,14,,,64,,,23,,
,,,Jaipur,,,Ajmeri Gate,,,107,,,17,,,50,,,34,,
,,,,,,"RJPB Office,Jhalana Doongari",,,104,,,13,,,33,,,21,,
,,,,,,"District Education Officer, Chandpole",,,101,,,22,,,72,,,34,,
,,,,,,"RIICO Office, M.I.A.",,,104,,,15,,,42,,,23,,
,,,,,,"RSPCB, Vidyadhar Nagar",,,104,,,5,,,50,,,27,,
,,,,,,VKIA,,,104,,,16,,,55,,,31,,
,,,,,,"22,Godam, RIICO Office",,,107,,,14,,,40,,,24,,
,,,,,,Mansarovar Nagar Niigam,,,99,,,15,,,39,,,24,,
,,,,,,RIICO Office Sitapura Industrial Area,,,103,,,16,,,47,,,27,,
,,,Jodhpur,,,"DIC Office, Industrial Estate",,,86,,,10,,,53,,,25,,
,,,,,,Sojati Gate,,,80,,,11,,,56,,,26,,
,,,,,,"Basni Industrial Area, RIICO Office",,,87,,,10,,,50,,,25,,
,,,,,,Maha Mandir Police Thane,,,84,,,11,,,58,,,26,,
,,,,,,"Office of Housing Board, Chopasani Road",,,82,,,10,,,53,,,25,,
,,,,,,Shastri Nagar Police Thana,,,87,,,11,,,57,,,26,,
,,,,,,Kudi Mahila Thana,,,50,,,17,,,43,,,25,,
,,,,,,Sangariya Police Choki,,,47,,,18,,,44,,,27,,
,,,,,,SoorsagarThana,,,47,,,15,,,52,,,26,,
,,,Kota,,,"Regional Office, RJPB, Anantpura",,,99,,,19,,,32,,,24,,
,,,,,,Municipal Corporation Building,,,104,,,19,,,31,,,24,,
,,,,,,Samcore Glass Ltd.,,,109,,,19,,,37,,,24,,
,,,,,,FireStation Nagar Nigam Shrinathpuram,,,104,,,20,,,31,,,25,,
,,,,,,"RajasthanTechnical University,Rawatbhata",,,103,,,19,,,33,,,25,,
,,,,,,"Sewage Treatment Plant, Balita, Kota",,,107,,,18,,,45,,,24,,
,,,Udaipur,,,Ambamata,,,103,,,11,,,44,,,27,,
,,,,,,Town Hall,,,105,,,15,,,52,,,32,,
,,,,,,"Regional Office,MIA",,,104,,,13,,,53,,,33,,
Sikkim,,,Chungthang,,,Chungthang,,,90,,,5,,,5,,,5,,
,,,Gangtok,,,"White Hall Complex, Tasi view point",,,77,,,5,,,25,,,10,,
,,,Mangan,,,Mangan Police Station,,,101,,,5,,,8,,,5,,
,,,Namchi,,,Namchi,,,99,,,5,,,8,,,5,,
,,,Pelling,,,The Pelling Girls Hostel,,,93,,,5,,,11,,,5,,
,,,Rangpo,,,Rangpo Fire Station,,,94,,,5,,,18,,,8,,
,,,Ravangla,,,Ravangla Range Office,,,98,,,5,,,8,,,5,,
,,,Singtam,,,Police Station Building,,,93,,,5,,,8,,,6,,
Tamilnadu,,,Chennai,,,"Govt. High School, Manali",,,58,,,15,,,21,,,18,,
,,,,,,Kathivakkam,,,62,,,14,,,20,,,17,,
,,,,,,Thiruvottiyur,,,62,,,14,,,19,,,16,,
,,,,,,Madras Medical College,,,86,,,5,,,65,,,21,,
,,,,,,"NEERI, CSIR CampusTaramani",,,86,,,5,,,43,,,16,,
,,,,,,Thiruvottiyur Municipal Office,,,87,,,5,,,68,,,23,,
,,,,,,Adiyar,,,52,,,11,,,20,,,15,,
,,,,,,Kilpauk,,,66,,,14,,,26,,,19,,
,,,,,,Thiyagaraya Nagar,,,68,,,14,,,24,,,20,,
,,,,,,Nunbakgum,,,60,,,15,,,29,,,20,,
,,,,,,Anna Nagar,,,53,,,15,,,27,,,19,,
,,,Coimbatore,,,"Poniarajapuram, On the top of DEL",,,86,,,14,,,19,,,16,,
,,,,,,G.D.Matric Hr.Sec.School,,,69,,,14,,,22,,,18,,
,,,,,,"SIDCO Office, Coimbatore/ Kurichi",,,77,,,16,,,25,,,19,,
,,,Cuddalore,,,Eachangadu Village,,,94,,,18,,,19,,,18,,
,,,,,,SIPCOT (Project Office),,,81,,,15,,,18,,,17,,
,,,,,,"DEE Office, Cuddalore",,,75,,,17,,,25,,,21,,
,,,Madurai,,,Highway (Project -I) Building,,,70,,,13,,,21,,,18,,
,,,,,,Fenner (I) Ltd. Kochadai,,,67,,,14,,,23,,,19,,
,,,,,,Kunnathur Chatram Avvai Girls HS School,,,75,,,14,,,22,,,18,,
,,,Mettur,,,Raman Nagar,,,79,,,17,,,33,,,21,,
,,,,,,SIDCO,,,77,,,18,,,36,,,22,,
,,,Salem,,,Sowdeswari College Building,,,77,,,8,,,42,,,21,,
,,,Trichy,,,Gandhi Market,,,68,,,13,,,21,,,18,,
,,,,,,Main Guard Gate,,,67,,,14,,,22,,,19,,
,,,,,,Bishop Heber College,,,75,,,12,,,22,,,16,,
,,,,,,Golden Rock,,,72,,,13,,,22,,,17,,
,,,,,,,,,,,,,NO2 Concentration in µg/m3,,,,,,,
,,,,City / town /,,,,,,No. of,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Central Bus Stand,,,69,,,14,,,24,,,20,,
,,,Tuticorin,,,"Fisheries College, Tuticorin Sipcot",,,72,,,8,,,20,,,11,,
,,,,,,Raja Agencies,,,66,,,9,,,22,,,12,,
,,,,,,AVM Jewellery Building,,,83,,,7,,,20,,,11,,
Telangana,,,Adilabad,,,"Building of SCCL Manadamarri Club
Mandamarri, Mancherial",,,108,,,23,,,27,,,25,,
,,,Hyderabad,,,Balanagar,,,106,,,22,,,123,,,51,,
,,,,,,"Tarnaka, NEERI Lab. IICT Campus",,,89,,,5,,,41,,,15,,
,,,,,,"Nacharam, Industrial Estate",,,88,,,5,,,45,,,15,,
,,,,,,ABIDS Circle General Post Office,,,88,,,5,,,42,,,16,,
,,,,,,"Uppal, Modern Foods & Industries IDA",,,112,,,21,,,73,,,44,,
,,,,,,Jublee Hills,,,119,,,23,,,83,,,42,,
,,,,,,Paradise,,,119,,,24,,,96,,,51,,
,,,,,,Charminar,,,119,,,17,,,68,,,38,,
,,,,,,Zoo Park,,,115,,,9,,,141,,,48,,
,,,,,,"Jeedimetla Industrial Estate, Rangareddy
Distt.",,,119,,,18,,,77,,,47,,
,,,Karimnagar,,,"On the terrace of the DIC building,
Karimnagar",,,86,,,45,,,68,,,55,,
,,,Khammam,,,CER Club Khamam,,,101,,,28,,,74,,,53,,
,,,,,,Jalasoudha building,,,102,,,44,,,66,,,52,,
,,,Kothur,,,Mehaboobnagar,,,104,,,47,,,67,,,59,,
,,,Nalgonda,,,AP PCB Nalgonda,,,99,,,23,,,28,,,25,,
,,,,,,"M/s. Srini Pharmaceuticals pvt.
Ltd.Choutuppal (V & M)",,,99,,,24,,,29,,,26,,
,,,Nizamabad,,,"subashnagar,nizamabad dist",,,99,,,23,,,27,,,25,,
,,,Patencheru,,,"Police Station, Medak, Ramachadrapuram",,,93,,,22,,,28,,,25,,
,,,Ramagundam,,,"Godavarikhani, Ramagundam, Karimnagar",,,97,,,45,,,65,,,55,,
,,,Sangareddy,,,Pashamylaram/Municipal Office,,,104,,,7,,,109,,,39,,
,,,,,,Regional office Building of SANGAREDDY,,,98,,,23,,,27,,,25,,
,,,,,,"M/s. Mylan Industries, Gaddapothara",,,99,,,24,,,29,,,25,,
,,,Warangal,,,"KUDA Office, Hanumakonda",,,99,,,33,,,66,,,52,,
,,,,,,"Mee-Seva Building ,Municipal Complex",,,98,,,40,,,60,,,51,,
Tripura,,,Agartala,,,"SPCB, Pavivesh Bhawan, Pandit Nehru
Complex, Gorkhabasti, Kunjaban",,,83,,,8,,,15,,,10,,
,,,,,,"Bordowali Bipani Bitan, Agartala MC,
Bordowali, Near Nagerjala",,,83,,,9,,,16,,,11,,
"Uttar
Pradesh",,,Agra,,,"Regional Office, Bodla",,,90,,,10,,,33,,,21,,
,,,,,,Nunhai,,,94,,,11,,,45,,,29,,
,,,,,,Taj Mahal,,,298,,,5,,,71,,,19,,
,,,,,,DIC Nunhai,,,126,,,5,,,69,,,28,,
,,,,,,Etmad-uddaulah,,,131,,,5,,,67,,,27,,
,,,,,,Rambagh,,,124,,,5,,,58,,,23,,
,,,Allahabad,,,Square crossing circle of Laxmi Talkies,,,106,,,10,,,51,,,39,,
,,,,,,Bharat Yantra Nigam Ltd,,,108,,,7,,,57,,,34,,
,,,,,,Alopibagh/Sewage Pumping Stations,,,76,,,29,,,88,,,49,,
,,,,,,Jhonstonganj/co-operative Bank,,,98,,,26,,,72,,,42,,
,,,,,,Rambagh/Parag Dairy,,,102,,,26,,,69,,,46,,
,,,Anpara,,,"Anpara Colony, Sonabhadra",,,95,,,19,,,32,,,29,,
,,,,,,"Renusagar Colony, Sonabhadra",,,97,,,21,,,32,,,28,,
,,,Baghpat,,,"Sarvodaya Hospital, Tatiri Merrut, Baghpat
Road",,,93,,,10,,,54,,,21,,
,,,,,,"Weavetex Overseas Hostel, Khekra,
Baghpat",,,94,,,10,,,57,,,21,,
,,,Bareily,,,IVRI Izatnaga,,,107,,,18,,,38,,,27,,
,,,,,,"Indian oetrol pump, Civil Line",,,107,,,25,,,65,,,36,,
,,,Firozabad,,,Center for Development of Glass Industry,,,104,,,17,,,42,,,31,,
,,,,,,Tilak Nagar,,,104,,,20,,,41,,,31,,
,,,,,,Raza ka Tal,,,103,,,22,,,41,,,31,,
,,,Gajraula,,,"Raunaq Auto Ltd, J.P. Nagar",,,94,,,16,,,55,,,35,,
,,,,,,"Indira Chowk, J.P. Nagar",,,92,,,14,,,67,,,40,,
,,,Ghaziabad,,,"Atlas Cycles Industries, Sahibabad Ind. area",,,93,,,23,,,65,,,46,,
,,,,,,Bulandshaar Road Industrial Area,,,87,,,21,,,61,,,43,,
,,,,,,"Khora Colony, Ghaziabad
Vinoba Bhave Park, Lohia Nagar, Ghaziabad
M. M.M. Engineering College, Gorakhpur",,,86,,,10,,,85,,,26,,
,,,,,,,,,85,,,10,,,82,,,27,,
,,,Gorakpur,,,,,,93,,,10,,,42,,,19,,
,,,,,,,,,,,,,NO2 Concentration in µg/m3,,,,,,,
,,,,City / town /,,,,,,No. of,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,"India Glycol Ltd. Gida, Gorakhpur",,,101,,,28,,,80,,,48,,
,,,,,,"Jalkal, Muncipal Corporation, Golghar",,,92,,,20,,,75,,,37,,
,,,Greater Noida,,,"Holland Tractor, Greater Noida
Honda Power, Greater Noida
Srinagar Colony, Railway Road, Hapur
Jindal Pipes Ltd, Hapur",,,88,,,10,,,87,,,26,,
,,,,,,,,,88,,,9,,,86,,,26,,
,,,Hapur,,,,,,89,,,13,,,41,,,23,,
,,,,,,,,,70,,,13,,,42,,,27,,
,,,Jhansi,,,Manik Chawk / Jal chauraha,,,117,,,11,,,33,,,19,,
,,,,,,Veeranga Nagar,,,116,,,9,,,30,,,17,,
,,,Kanpur,,,"Forest & Training Centre, Kidwai Nagar",,,93,,,34,,,63,,,48,,
,,,,,,"Chamber Of Commerce Darshanpurwa /
Deputy ka Parao",,,94,,,35,,,69,,,53,,
,,,,,,"Associated Chem Pvt Ltd, Fazalganj, Panki,
Site-5",,,83,,,37,,,66,,,54,,
