0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Daman & Diu,Daman,"Kadaiya Industrial Area, Kadaiya",95,,,12,,,38,,,25,,
,,"Mashal Chawk, Nani Daman",94,,,12,,,44,,,23,,
,,"Makat Faliya/ Ambavadi Moti
Daman",95,,,12,,,31,,,23,,
Delhi,Delhi,"N.Y. School, Sarojini Nagar, Delhi",96,,,24,,,216,,,88,,
,,Janakpuri,93,,,16,,,140,,,51,,
,,"Mayapuri Industrial Area, Delhi",92,,,38,,,203,,,97,,
,,Nizamuddin,89,,,17,,,191,,,56,,
,,Pritampura,93,,,15,,,123,,,43,,
,,Shahadra,102,,,17,,,118,,,45,,
,,Shahzada Bagh,90,,,14,,,124,,,63,,
,,Siri Fort,90,,,21,,,143,,,53,,
,,"Town Hall, Ayurvedic Dispensary,
Chandni Chowk, Delhi",96,,,31,,,178,,,112,,
Goa,Amona,"Amona, Bicholim",104,,,8,,,19,,,14,,
,Assanora,"Assanora Junction, Bardez",105,,,9,,,22,,,14,,
,Bicholim,Bicholim,105,,,8,,,20,,,14,,
,Codli,"Codli Tisk, Ponda, Sanguem",105,,,6,,,21,,,13,,
,Cuncolim,Cuncolim,104,,,10,,,21,,,15,,
,Curchorem,"Curchorem, Sanvordem, Quepem",104,,,11,,,17,,,13,,
,Honda,"Honda Junction, Sattari",105,,,8,,,21,,,14,,
,Kundaim,Kundaim Industrial Estate,105,,,8,,,20,,,14,,
,Mapusa,Mapusa town,40,,,5,,,34,,,12,,
,Margao,Margao Town,105,,,8,,,21,,,14,,
,Mormugao,"Fire Brigade Station, Port Trust",7,,,5,,,17,,,9,,
,Panaji,"Old GSPCB premises, Patto",88,,,5,,,37,,,14,,
,Ponda,Ponda Town,105,,,7,,,20,,,14,,
,Sanguem,"Near Railway Station at Kalem,
Sanguem",103,,,8,,,16,,,13,,
,Tilamol,"Quepem, Tilamol",104,,,11,,,18,,,14,,
,Tuem,Tuem,105,,,9,,,35,,,15,,
,Usgao,"Usgao Plae, Junction, Ponda",104,,,8,,,20,,,14,,
,Vasco,"Fuse Call Office, Mormugao",89,,,3,,,26,,,11,,
Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",89,,,20,,,42,,,29,,
,,Cadilla Bridge Narol,104,,,17,,,40,,,29,,
,,"Bhagavathi Estate, Keval Kanta Road,
Rakhiyal",87,,,18,,,41,,,29,,
,,"Dyno Wash,27 Ilaben Estate",105,,,20,,,51,,,31,,
,,L.D. Engg. College,105,,,18,,,43,,,26,,
,,"Shardaben Hospital, Saraspur",96,,,20,,,39,,,28,,
,,"R.C. Technical High School, Mirzapur",95,,,19,,,39,,,28,,
,,"AZL Behrampura, Ahmadabad",96,,,19,,,39,,,30,,
,,"Sola L.T. Chanakyapuri Pumping Station,",78,,,20,,,41,,,28,,
,Anklesvar,Rallis India Ltd.,104,,,18,,,36,,,25,,
,,"Durga Traders, Bhavanafarm Society",104,,,14,,,40,,,25,,
,Jamnagar,Fisheries Office,99,,,10,,,60,,,23,,
,Rajkot,Nr. Sardhara Industrial Corporation,95,,,12,,,58,,,23,,
,,GPCB Regional Offce,95,,,11,,,49,,,21,,
State,City,Location,,No. of monitoring,,,NO2 concentration in µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,Surat,S.V.R. Engg. College,104,,,11,,,49,,,22,,
,,"B.R.C. High School, Udhna",104,,,12,,,84,,,27,,
,,Near Air India Office,105,,,11,,,85,,,28,,
,Vadodara,"GPCB Office, Geri Vasahat",99,,,9,,,48,,,22,,
,,"Sterling Gelatin Guest House, Vill-
Karakhadi Padia",102,,,12,,,47,,,23,,
,,Dandia Bazaar,101,,,11,,,53,,,24,,
,,CETP Nandesari,103,,,11,,,54,,,25,,
,,Lubrizol,87,,,10,,,32,,,20,,
,Vapi,"GEB, IIIrd Phase, GIDC",93,,,17,,,36,,,26,,
,,"Vapi Nagar Palika, Vapi",87,,,17,,,38,,,24,,
Haryana,Hissar,Urban Estate - II,42,,,7,,,11,,,8,,
,Yamunanagar,Ballarpur Industries,13,,,21,,,31,,,25,,
"Himachal
Pradesh",Baddi,Industry Department Office Building,60,,,23,,,38,,,30,,
,,AHC barotiwala,57,,,16,,,28,,,21,,
,,Housing Board,140,,,18,,,37,,,26,,
,Damtal,Regional Office,129,,,5,,,26,,,11,,
,,Old Road,118,,,5,,,17,,,9,,
,Dharamshala,Kotwali Bazar Dharamshala,99,,,4,,,14,,,7,,
,,"Daari, Dharamshala",123,,,3,,,11,,,6,,
,Gulaba,Gulaba,17,,,5,,,8,,,5,,
,Kala Amb,Kala Amb Industrial Area,153,,,12,,,16,,,14,,
,,Kala Amb Town/Trilokpur,149,,,11,,,17,,,13,,
,Manali,"Nehru Park, Manali, Kullu",105,,,5,,,25,,,12,,
,,"HPSPCB, Hadimba Road, Manali, Kullu",97,,,5,,,14,,,6,,
,Marhi,Marhi,16,,,5,,,5,,,5,,
,Nalagarh,Municipal Council,114,,,16,,,28,,,21,,
,Paonta Sahib,Paonta Sahib,132,,,11,,,18,,,13,,
,,Gondhpur Industrial Area,121,,,12,,,16,,,14,,
,Parwanoo,"Regional Office, Sector- 4",123,,,5,,,15,,,6,,
,,Asst. Commissioner Building Sector I,129,,,5,,,10,,,5,,
,Shimla,Tekka Bench Ridge,18,,,8,,,22,,,15,,
,,"Bus Stand, Winterfield",229,,,14,,,32,,,24,,
,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",135,,,5,,,18,,,9,,
,,"Muncipal Council, NH-21, Mandi",120,,,5,,,22,,,12,,
,Una,"Regional Office, Una",135,,,5,,,9,,,5,,
,,"DIC Building, Mehatpur, Una",126,,,5,,,8,,,5,,
,Vashisht,Vashisht,34,,,5,,,13,,,6,,
"Jammu &
Kashmir",Jammu,"Regional Office, Jammu",90,,,9,,,27,,,18,,
,,"M.A. Stadium, Jewel Chowk",88,,,10,,,24,,,18,,
,,Bari Brahamana Industrial Area,83,,,8,,,27,,,18,,
Jharkhand,Dhanbad,R.O. Dhanbad,24,,,31,,,43,,,37,,
,,"EMTI, Bastacola",25,,,35,,,49,,,39,,
,,"CGM Office, Kusunda",29,,,32,,,46,,,36,,
,Jamshedpur,Bistupur Vehical Testing Centre,65,,,32,,,54,,,46,,
,,Golmuri Vehicle Testing Centre,64,,,34,,,53,,,45,,
,Jharia,M.A.D.A.,29,,,32,,,41,,,36,,
,Ranchi,"Albert Ekka Chowk, Main Road",101,,,34,,,51,,,37,,
,"Saraikela
Kharsawan","RO Building, Adityapur",68,,,31,,,54,,,44,,
,Sindri,BIT / PDIL,25,,,30,,,56,,,35,,
,"West
Singhbhum",Barajamda U.M. Office,64,,,16,,,27,,,22,,
Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,82,,,11,,,23,,,14,,
,Bangalore,"Graphite India, White Field Road",72,,,23,,,39,,,31,,
,,"AMCO Batteries, Mysore Road",100,,,25,,,48,,,35,,
,,"KHB Industrial Area, Yelahanka",98,,,20,,,37,,,29,,
,,Peenya Industrial Area,89,,,28,,,44,,,34,,
,,Victoria hospital,106,,,23,,,41,,,33,,
,,Yeshwanthpura police station,105,,,29,,,47,,,35,,
,,"Jnanabharathi, Bangalore University",59,,,3,,,28,,,11,,
,,"RV College of Engineering, Mysore Road",72,,,12,,,42,,,33,,
,,"TERI office, Vital Medi healthcare Pvt
Ltd",80,,,28,,,47,,,35,,
,Belgaum,Karnataka SPCB Office Building,91,,,11,,,29,,,17,,
,Bijapur,KSPCB Office Premises,77,,,6,,,22,,,14,,
State,City,Location,,No. of monitoring,,,NO2 concentration in µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,Chitradurga,KSPCB Office Premises,98,,,5,,,13,,,6,,
,Devanagere,"Regional Office building, KSPCB",80,,,5,,,10,,,7,,
,,"Mothi Theatre, Gandhi Circle, P.B. Road",84,,,7,,,12,,,10,,
,,"HPF Intakewell, Kumarapattnam",82,,,5,,,8,,,6,,
,Gulburga,Government Hospital,18,,,13,,,62,,,27,,
,Hassan,KSRTC bus stand building,108,,,15,,,21,,,19,,
,Hubli-Dharwad,"Lakkamanahalli Industrial Area,
Dharwad",106,,,15,,,32,,,23,,
,,"Rani Chennamma Circle, Hubli",108,,,22,,,32,,,26,,
,Karwar,Karwar Port Directors Office,26,,,11,,,28,,,24,,
,Kolar,"KSPCB Office Premises, Kolar",86,,,23,,,39,,,32,,
,Mandya,"KSPCB Building, Bandigowda Badarahe",95,,,10,,,21,,,16,,
,Mangalore,Baikampady Industrial Area,95,,,5,,,14,,,9,,
,Mysore,"K.R.Circle, Visvesvaraya Bldg",104,,,11,,,31,,,19,,
,,KSPCB Bldg. Hebbal Ind. Area,91,,,13,,,23,,,18,,
,Raichur,"KSPCB Office Premises, Raichur",84,,,5,,,35,,,12,,
,Shimaga,"The VISL, Oxygen Plant, Shimoga",89,,,5,,,10,,,6,,
,Timukuru,KSPCB Office Premises,94,,,21,,,37,,,31,,
Kerala,Alappuzha,"District Office, Alissery Road",120,,,5,,,5,,,5,,
,,"DC Mills, Pathirappally",119,,,5,,,5,,,5,,
,Kochi,"Eloor I, FACT, Ambalamughal",120,,,15,,,60,,,29,,
,,Eloor II,119,,,20,,,59,,,32,,
,,Irumpanam,96,,,5,,,34,,,15,,
,,Ernakulum South,96,,,5,,,34,,,13,,
,,VYTTILA,101,,,5,,,48,,,20,,
,,MG Road Bank Ernakulum,108,,,5,,,27,,,12,,
,,KALAMASSERY / CSIR Complex,114,,,5,,,34,,,9,,
,Kollam,"KSPCB, District Office, Kadappakada",120,,,5,,,5,,,5,,
,,KMML Chavara,120,,,5,,,11,,,7,,
,Kottayam,Kottayam,120,,,12,,,17,,,14,,
,,Vadavathoor,120,,,14,,,38,,,15,,
,Kozhikode,Kozhikode City,120,,,9,,,40,,,18,,
,,Nallalam,120,,,11,,,31,,,17,,
,Malapuram,"Kakkanchery, Sijmak oils",119,,,9,,,50,,,21,,
,Palakkad,SEPR Refractories India Ltd.,120,,,7,,,10,,,9,,
,Pathanamthitta,"KSPCB, Makkamkunnu",120,,,15,,,17,,,16,,
,"Thiruvananthap
uram",PRS Hospital/COSMO,108,,,21,,,30,,,26,,
,,SMV School,108,,,22,,,30,,,26,,
,,VELI / HiTech Chackai,99,,,22,,,57,,,26,,
,,PETTAH / Sasthamangalam,108,,,22,,,28,,,26,,
,Thissur,"KSPCB, District Office, Poonkunnam",119,,,4,,,9,,,5,,
,Wayanad,Sulthan Bathery,120,,,5,,,7,,,5,,
"Madhya
Pradesh",Amlai,HJI,91,,,16,,,35,,,26,,
,,OPM,88,,,15,,,32,,,23,,
,Bhopal,"Hamidia Road, MP Hastshilp Vikas
Nigam",91,,,5,,,35,,,14,,
,,CETP Govindpura,78,,,5,,,21,,,11,,
,,"Nutan Subhash School, T.T. Nagar",88,,,5,,,13,,,6,,
,,"Kolar Thana, Kolar Road, Bhopal",89,,,5,,,35,,,16,,
,,"AKVN Office, Industrial Area
Mandideep, Raisen",89,,,5,,,38,,,21,,
,,"Barkatuallah University, Hoshgabad
Road, Bhopal",86,,,5,,,36,,,15,,
,,"Main Road, Hemu Colony, Bairagarh,
Bhopal",85,,,5,,,34,,,20,,
,Chhindwara,"HIG -33, Front of Geetanali Park
Housing Board Colony, Chadagaon",99,,,2,,,32,,,17,,
,,"Hindustan Unileaver, Narsinghpur Road,",100,,,2,,,33,,,18,,
,Dewas,EID Perry (I) Limited,87,,,14,,,45,,,20,,
,,Dewas Metal Section,101,,,12,,,23,,,19,,
,,Vikas Nagar,94,,,12,,,24,,,19,,
,Gwalior,Dindayal Nagar,98,,,12,,,53,,,16,,
,,Maharaj Bada,93,,,12,,,83,,,18,,
,Indore,"M.P. Laghu Udyog, Pologround",91,,,18,,,70,,,21,,
,,"Kothari Market, M.G. Road",89,,,17,,,34,,,21,,
,,"Telephone Nagar, 26 A, Kanadia Road",94,,,17,,,26,,,21,,
State,City,Location,,No. of monitoring,,,NO2 concentration in µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,Jabalpur,Vijay Nagar,101,,,12,,,33,,,17,,
,,Udaipur Beverage Racchai,99,,,18,,,34,,,25,,
,Katni,"HIG-4 Housing Board Colony Jhinjhri,
Katni",100,,,19,,,34,,,26,,
,,"Calderys Works Refactories India
Private Limited, Guest House, Katni",102,,,15,,,34,,,26,,
,Nagda,Chem. D. Labour Club,100,,,11,,,28,,,17,,
,,B C I Labour Club,99,,,13,,,36,,,25,,
,,Grasim Kalyan Kendra,103,,,16,,,42,,,25,,
,Prithampur,"Vikas Bhavan, Sector-2",80,,,15,,,27,,,20,,
,,"RCC Over Head Tank No. 1, Sector-3",83,,,17,,,26,,,21,,
,Sagar,Pt.Deendayal Nagar,100,,,5,,,19,,,13,,
,,"Katra Bazar, Sagar",18,,,6,,,16,,,11,,
,Satna,"Sub-divisional Office E/M Light
Machniery",98,,,5,,,14,,,7,,
,,"MPPCB,Dharwari GaliNo.5,House
No.318",103,,,5,,,13,,,7,,
,Singrauli,Jayant Township,94,,,17,,,56,,,32,,
,,"N.T.P.C., Vidyanagar",91,,,16,,,60,,,31,,
,,Waidhan,97,,,13,,,60,,,30,,
,Ujjain,District Office,82,,,12,,,21,,,17,,
,,Regional Office,91,,,8,,,16,,,13,,
,,Mahakal Temple,93,,,8,,,18,,,13,,
,,Chamunda Mata Chouraha,81,,,12,,,21,,,17,,
Maharashtra,Akola,"LRT Commerce College, Civil Lines,
Akola",94,,,9,,,11,,,10,,
,,"MIDC Water Work, Phash-II, MIDC
Akola",95,,,9,,,13,,,11,,
,,"College Of Engineering & Tech, Akola",98,,,9,,,11,,,10,,
,Amravati,"Apurva Oil Industries, A-23, MIDC",77,,,9,,,17,,,13,,
,,"Elect. Dept., Govt College Engineering",87,,,10,,,17,,,13,,
,,"Rajkamal Square, Vaneeta Samaj",87,,,10,,,19,,,14,,
,Aurangabad,S.B.E.S. College,93,,,24,,,56,,,36,,
,,Collector Ofiice,100,,,7,,,43,,,30,,
,,"C.A.D.A. Ofiice, Garkheda",99,,,24,,,54,,,34,,
,Badlapur,BIWA Office,75,,,19,,,191,,,68,,
,Bhiwandi,"Prematai Hall, Near Dhamankar Naka",94,,,31,,,52,,,42,,
,,"Fire Brigade Office, I.G.M. Hospital",94,,,31,,,53,,,43,,
,,"Regional Office, M.P.C. Board, Kalyan",114,,,31,,,60,,,41,,
,Chandrapur,Grampanchat Ghughus,95,,,9,,,46,,,27,,
,,M.I.D.C. Chandrapur,91,,,11,,,63,,,30,,
,,Nagar Parishad,325,,,16,,,59,,,31,,
,,"Gadchandur Gram Panchayat, Rajura",97,,,8,,,44,,,29,,
,,"MIDC, Tadali",96,,,6,,,44,,,28,,
,,"Muncipal Council, Ballarshah",92,,,9,,,40,,,29,,
,"Dombivali/Amb
ernath",Dombivali MIDC Phase-II,80,,,22,,,150,,,69,,
,,Ambernath Municipal Council Office,88,,,38,,,196,,,71,,
,Jalgaon,B. J. Market,103,,,23,,,37,,,30,,
,,Girna water tank,103,,,21,,,36,,,30,,
,,MIDC Jalgaon,104,,,22,,,39,,,32,,
,Jalna,"Bachat Bhawan, Near S P Office",92,,,27,,,56,,,40,,
,,"Krishidhan Seeds Ltd, MIDC Area",94,,,25,,,55,,,37,,
,Kolhapur,"University Campus, Shivaji University",89,,,11,,,32,,,22,,
,,"Ruikar Trust, S.T. Stand",92,,,21,,,78,,,52,,
,,"Mahadwar Road, Near Mahalaxmi
Temple",89,,,14,,,63,,,37,,
,Latur,MIDC Water Works,94,,,14,,,27,,,20,,
,,Kshewraj Vidyalaya Shyam nagar,88,,,15,,,27,,,20,,
,,Sidhheshwar Sahakari Bank Ganjgolai,94,,,6,,,27,,,20,,
,Mumbai,"Parel TT, Ambedkar Road",88,,,5,,,72,,,16,,
,,Worli,87,,,5,,,132,,,19,,
,Nagpur,Institution of Engineers,96,,,17,,,52,,,32,,
,,"Govt. Polytechnic College, Sadar",94,,,19,,,52,,,31,,
,,MIDC Office Hingana Road,95,,,20,,,53,,,34,,
,,"MIDC Industrial Area, MIDC Office,
Hingna",95,,,5,,,91,,,20,,
State,City,Location,,No. of monitoring,,,NO2 concentration in µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,"Nagpur Coop Building, Maskasath,
Itwari",100,,,5,,,90,,,25,,
,,"NEERI Lab, Nehru Marg, Highway No. 7",87,,,5,,,53,,,21,,
,,"MPCB Office Premises, Civil Lines",289,,,14,,,47,,,29,,
,Nanded,Ganesh Nagar,76,,,10,,,30,,,24,,
,,"Mutha Chowk, Vazirabad",78,,,18,,,37,,,31,,
,,"Industrial Area, MIDC, CIDCO",77,,,37,,,90,,,62,,
,Nashik,R.T.O. Colony Tank,91,,,9,,,34,,,22,,
,,"VIP Industrial Area, MIDC Satpura",95,,,9,,,35,,,20,,
,,Nashik Municipal Council Building,94,,,11,,,32,,,22,,
,,"MPCB Sub R.O. Udyog Bhawan, Nashik",293,,,10,,,74,,,23,,
,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",100,,,25,,,68,,,45,,
,,"Dr. D.Y. Patil College, Nerul, TTC",103,,,29,,,69,,,42,,
,,"MPCB Lab, Mhape, TTC",104,,,29,,,65,,,48,,
,,CIDCO Nodal Office Kharghar,103,,,25,,,65,,,42,,
,,"Water Pump House, Panvel, Taloja",104,,,34,,,65,,,46,,
,,"MIDC Collom Facility Building, Taloja",103,,,33,,,71,,,47,,
,"Pimpri-
Chinchwad","Bank of Baroda Builing, Near M.C
Builiding",272,,,9,,,177,,,61,,
,Pune,"Maratha Chamber of commerce,
Bhosari",93,,,23,,,177,,,54,,
,,State Electricity Board BLDG Nalstop,85,,,24,,,131,,,65,,
,,Swargate Police Chawki,83,,,20,,,179,,,77,,
,Sangli,"Udyog bhavan / SRO, MPCB Sangli",100,,,11,,,87,,,35,,
,,Sangli- Miraj Primary school Building,100,,,12,,,116,,,50,,
,,Krishna Valley School,99,,,16,,,81,,,43,,
,Solapur,WIT Campus,96,,,24,,,38,,,32,,
,,Voronoko School / Chitale Clinic,97,,,24,,,72,,,36,,
,Thane,"Maternity Hospital, Dhobighat, Thane
East",90,,,21,,,72,,,49,,
,,"Shahu Market,Naupada, Thane West",86,,,13,,,74,,,50,,
,,"Kolshet and Balkum, Thane West",90,,,12,,,67,,,41,,
,Ulhasnagar,Smt. C. H. M. College Campus,80,,,21,,,111,,,61,,
,,"Octroi Naka, Pawai-Chowk, Vithalwadi",64,,,26,,,279,,,73,,
Meghalaya,Byrnihat,"EPIP, Ri-Bhoi district",106,,,11,,,18,,,13,,
,Dawki,"Terrace building, Jaintia Hills District",103,,,5,,,17,,,10,,
,Khliehriat,"O/o BDO, C & R.D. Block-Khliehriat",89,,,5,,,13,,,6,,
,Nongstoin,"Office Premises of E.E, PHED",105,,,7,,,16,,,11,,
,Shillong,"Boards Office Permises, Lumpyngngad",105,,,5,,,9,,,5,,
,,State Tuberculosis Hospital,105,,,11,,,40,,,25,,
,,"Forest Rest House, Polo Hills",59,,,8,,,17,,,12,,
,,"41/2 mile, Mylliem Range Office",59,,,5,,,13,,,10,,
,Tura,"PHED, Araimille, West Garo Hills District",106,,,10,,,15,,,13,,
,"Umiam /
Umsning","Umiam Industrial Complex, Ri-Bhoi
District",104,,,10,,,19,,,14,,
Mizoram,Aizawl,"Khatla, M.G-Road, Mizoram SPCB",103,,,4,,,17,,,9,,
,,Laipuitlang,97,,,5,,,11,,,5,,
,,Bawngkawn,92,,,3,,,23,,,10,,
,,"Dawrpui Y.M.A, Building, Dawrpui",106,,,5,,,37,,,12,,
,,"Lengpui Airport, Model Veng, Lengpui",104,,,2,,,5,,,4,,
,Champhai,"D.T.O Office Building, Kahrawt veng",105,,,3,,,5,,,4,,
,,"Lalzidinga building, Vengthlang",103,,,3,,,5,,,4,,
,Kolasib,"H. Lalthuama Building, Project Veng",105,,,2,,,11,,,4,,
,,"Synod Bookroom, Building Diakkawn",103,,,2,,,6,,,4,,
,Lunglei,"Thangkhuma Building, Salem Veng",100,,,3,,,5,,,4,,
,,"K.Lalliantluanga, Chanmari I, Lunglei",94,,,2,,,15,,,4,,
Nagaland,Dimapur,Bank Colony,91,,,5,,,27,,,9,,
,,Dhobinala,93,,,5,,,30,,,10,,
,Kohima,Opposite NST Office,95,,,5,,,5,,,5,,
,,Opposite War Cemetery,97,,,5,,,5,,,5,,
Odisha,Angul,Industrial Estate,100,,,14,,,32,,,25,,
,,NALCO Township,99,,,21,,,30,,,26,,
,Balasore,Sahadevkhunta,103,,,10,,,13,,,11,,
,,DIC office,103,,,10,,,12,,,11,,
,,Rasalpur near Balgopalpur I/A,103,,,10,,,14,,,12,,
,Berhampur,Regional Office Orissa SPCB,101,,,13,,,26,,,19,,
State,City,Location,,No. of monitoring,,,NO2 concentration in µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,Bhubneshwar,Capital Police Station,87,,,7,,,29,,,16,,
,,IRC Village,77,,,12,,,34,,,24,,
,,Office Premises Bhubaneswar,88,,,11,,,36,,,25,,
,,"Water works, Palasuni, Rasalgarh",71,,,7,,,23,,,16,,
,,"Patrapara, Khandagiri",82,,,5,,,19,,,14,,
,,Chandrashekharpur,95,,,11,,,18,,,14,,
,Cuttack,"Traffic Tower, Badambadi",105,,,30,,,42,,,34,,
,,P.H.D Office Barabati,105,,,26,,,40,,,30,,
,,"R.O. Cuttack Office, Surya Vihar",105,,,26,,,40,,,31,,
,Jharsuguda,R.O. Building Cox colony,83,,,16,,,24,,,20,,
,,"TRL Colony, M/s. TRL Krosaki
Refractories Ltd. PO: Bhepahar,",55,,,10,,,17,,,13,,
,Kalinga Nagar,Over the Guest House of M/s NINL,73,,,9,,,13,,,10,,
,,RO Office Building,90,,,5,,,10,,,8,,
,,"Maintenance Office of M/s NINL,
Duburi",88,,,9,,,14,,,11,,
,Konark,Konark Police Station,84,,,6,,,54,,,14,,
,Paradeep,On roof of PPT Staff Quarter,99,,,11,,,25,,,14,,
,,On roof of PPL Gueest,96,,,9,,,22,,,14,,
,,On roof of STP building IFFCO,99,,,10,,,20,,,14,,
,Puri,Sadar police station,56,,,11,,,29,,,15,,
,,Town Police Station,75,,,12,,,20,,,15,,
,Rayagada,Regional Office Orissa SPCB,104,,,13,,,26,,,19,,
,,"LPS High School, Jaykaypur",105,,,10,,,24,,,20,,
,Rourkela,"Regional Office, ORPB",52,,,9,,,16,,,14,,
,,Kalunga Industrial Estate,35,,,13,,,43,,,27,,
,,"DISIR, Rajgangpur",109,,,9,,,26,,,17,,
,,"IDL Police Out-post, Sonaparbat",95,,,10,,,15,,,11,,
,,"Kuarmunda, Sundergarh",104,,,5,,,17,,,10,,
,,"Govt. Hospital Bonai At/Po/PS-Bonai
Dist-Sudargarh",34,,,9,,,14,,,12,,
,Sambalpur,"Filter Plant, PHD Office, Modipara",107,,,18,,,27,,,20,,
,Talcher,Coal Field Area,100,,,23,,,37,,,31,,
,,T.T.P.S.Colony,100,,,24,,,35,,,30,,
Puducherry,Karaikal,"B.Ed College (PKCE), Nehru Nagar",95,,,5,,,18,,,8,,
,,"Govt. Tourist Home, Kovilpathu",94,,,5,,,26,,,11,,
,,"M/s Puducherry Power Corporation
Limited, Polagam, T.R. Pattinam,",98,,,5,,,24,,,12,,
,Puducherry,"DSTC Office Upstairs, PHB 3rd Floor,
AnnaNagar",84,,,11,,,20,,,14,,
,,PIPDIC Ind. Estate Mettupalayam,75,,,10,,,16,,,13,,
,,Chamber Of Commerce,90,,,10,,,13,,,11,,
Punjab,Amritsar,R.O. Focal Point,70,,,27,,,48,,,34,,
,,"A-1,Platers",91,,,27,,,44,,,35,,
,,Rasulpur,24,,,11,,,14,,,12,,
,Bhatinda,"Bathinda Milk Producers, Dabwali Road",66,,,10,,,46,,,17,,
,Dera Bassi,"Punjab Chem and Crop Protection,
Bhanakarpur Rd",126,,,9,,,19,,,12,,
,,"Winsome Yarns Ltd., Barwala Road",132,,,8,,,20,,,11,,
,Faridkot,Basti Himmatpura,38,,,10,,,23,,,13,,
,Gobindgarh,"Modi Oil and General Mills, Mandi",125,,,21,,,52,,,34,,
,,"Raj Steel Rolling Mills, Mandi",131,,,21,,,48,,,34,,
,,"United Rolling Mills, Mandi Gobindgarh",131,,,23,,,127,,,34,,
,Hoshiarpur,"Govt. Senior Sec. School, Mukandpur,
Nawashahar, Shahid Bhagat Singh
Nagar",53,,,14,,,26,,,18,,
,Jalandhar,Municipal Council Tubewell No. 27,26,,,22,,,32,,,25,,
,,Regional Office,25,,,20,,,35,,,25,,
,,"Punjab Maltex , Kapurthala Road",111,,,16,,,28,,,22,,
,,Focal Point,123,,,16,,,34,,,23,,
,Khanna,"Markfed Vanaspati, Khanna",129,,,17,,,40,,,24,,
,,"AS School, Khanna",140,,,17,,,40,,,23,,
,Ludhiana,Bharat Nagar Chowk,138,,,13,,,66,,,27,,
,,"Nahar Spining Mlls, Dholewal Chawk",131,,,18,,,58,,,27,,
,,"Ludhiana Coop. Milk Producer, Ferozpur
Rd",142,,,18,,,46,,,26,,
State,City,Location,,No. of monitoring,,,NO2 concentration in µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,"PPCB Office Building, Vishavkarma
Chowk",138,,,21,,,52,,,31,,
,Naya Nangal,Punjab Alkalis & Chemicals Ltd,120,,,9,,,19,,,12,,
,,"M/s NFL Guest House,Naya Nangal",122,,,8,,,19,,,12,,
,"Pathankot/Dera
Baba",C-PYTE Building,80,,,9,,,15,,,12,,
,Patiala,"Ceylon Industries, Factory Area, Patiala",53,,,9,,,12,,,11,,
,,"Fire Brigade Station, Bahera Road,
Patiala",57,,,8,,,13,,,10,,
,Sangrur,Gurdwara Gangsar Sahib,83,,,10,,,37,,,13,,
Rajasthan,Alwar,Rajasthan State Pollution Control Board,83,,,27,,,37,,,31,,
,,Gaurav Solvex Ltd. MIA,93,,,30,,,37,,,34,,
,,"RIICO Pump House, MIA",82,,,29,,,37,,,33,,
,Bharatpur,Khadi Gramoday Samiti,100,,,21,,,84,,,29,,
,,RIICO office Building,98,,,18,,,36,,,26,,
,,"RO, Building",102,,,16,,,34,,,24,,
,Bhiwadi,R.O.Building,94,,,23,,,32,,,27,,
,,UIT Guest House,87,,,18,,,34,,,27,,
,,Uttam Strips Ltd,98,,,23,,,41,,,27,,
,Jaipur,Ajmeri Gate,105,,,13,,,54,,,32,,
,,"RJPB Office,Jhalana Doongari",104,,,13,,,49,,,30,,
,,"District Education Officer, Chandpole",105,,,13,,,61,,,33,,
,,"RIICO Office, M.I.A.",105,,,12,,,52,,,29,,
,,"RSPCB, Vidyadhar Nagar",103,,,14,,,56,,,33,,
,,VKIA,104,,,14,,,64,,,33,,
,,"22,Godam, RIICO Office",105,,,14,,,45,,,28,,
,,Mansarovar Nagar Niigam,52,,,14,,,42,,,26,,
,,RIICO Office Sitapura Industrial Area,115,,,13,,,419,,,36,,
,Jodhpur,"DIC Office, Industrial Estate",99,,,9,,,49,,,23,,
,,Sojati Gate,75,,,9,,,46,,,26,,
,,"Basni Industrial Area, RIICO Office",99,,,10,,,51,,,24,,
,,Maha Mandir Police Thane,103,,,9,,,43,,,21,,
,,"Office of Housing Board, Chopasani
Road",96,,,9,,,40,,,21,,
,,Shastri Nagar Police Thana,99,,,10,,,46,,,23,,
,,Kudi Mahila Thana,47,,,9,,,39,,,17,,
,,Sangariya Police Choki,48,,,9,,,41,,,18,,
,,SoorsagarThana,47,,,9,,,24,,,17,,
,Kota,"Regional Office, RJPB, Anantpura",101,,,10,,,44,,,29,,
,,Municipal Corporation Building,98,,,17,,,41,,,29,,
