0,1,2,3,4,5,6,7,8,9,10
,Durg-Bhillainagar,"Visak Hostel, Sector-4",6,,,15,,,9,
,,"R.O., 5/32 Banglow Office Building",5,,,14,,,7,
,,M.P. Laghu Udyog Nigam,6,,,19,,,12,
,,"CSIDC Industrial Growth Center, Borai, Durg",6,,,16,,,11,
,Korba,"HIG 21,22.Near Ghantaghar, MP Extension",16,,,19,,,17,
,,"Pragati Nagar NTPC Colony, Jamnipali",15,,,19,,,17,
,,"I.T.I., Rampur",16,,,19,,,18,
,Raipur,"New HIG-9, Hirapur/Housing Board Complex
Kabir Nagar",14,,,34,,,22,
,,M/S Wool Worth India Pvt. Ltd. Sarora,13,,,33,,,24,
"Dadra & Nagar
Haveli and Daman
& Diu","Baldevi (Dadra &
Nagar Haveli)","Baldevi Village, Athola, Dandul Faliya, Teh:Dadra
& Nagar Haveli",9,,,20,,,15,
,Silvassa,"Khadoli Industrial Area, Khadoli",13,,,29,,,22,
,,"Chetan Guest House, Near Post Office, Piperia,
silvassa Char Rasta",12,,,27,,,21,
,Daman,"Prima Plastic, Kadaiya Industrial Area, Kadaiya",12,,,27,,,21,
,,"Mashal Chawk, Nani Daman",12,,,21,,,17,
,Patlara (Daman),"Makat Faliya/ Ambavadi, Patlara Village, Moti
Daman Teh:Daman",9,,,18,,,14,
Delhi,Delhi,,,,,,,,,
State/UT,,,,,,,,,,
,,,,,,,,,,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,NO2 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,,Janakpuri,20,,,101,,,57,
,,Nizamuddin,31,,,135,,,71,
,,Pritampura,19,,,100,,,56,
,,Shahadra,25,,,97,,,52,
,,Shahzada Bagh,38,,,172,,,70,
,,Siri Fort,20,,,100,,,60,
Goa,Amona,"Amona, Bicholim",11,,,15,,,13,
,Assanora,"Assanora Junction, Bardez",11,,,15,,,13,
,Bicholim,Bicholim,11,,,15,,,13,
,Codli,"Codli Tisk, Ponda, Sanguem",11,,,15,,,13,
,Cuncolim,Cuncolim,11,,,15,,,13,
,Honda,"Honda Junction, Sattari",11,,,15,,,13,
,Kundaim,Kundaim Industrial Estate,11,,,15,,,13,
,Mapusa,Mapusa town,5,,,24,,,9,
,Margao,Margao Town,11,,,15,,,13,
,Mormugao,"MPT Quarters Baina (earlier Fire Brigade
Station, Port Trust)",5,,,22,,,8,
,Panaji,"Old GSPCB premises, Patto",5,,,23,,,10,
,Ponda,Ponda Town,11,,,15,,,13,
,Sanguem,"Near Railway Station at Kalem, Sanguem",11,,,14,,,13,
,Tilamol,"Quepem, Tilamol",11,,,15,,,13,
,Tuem,Tuem Industrial Estate,11,,,15,,,13,
,Usgao,"Usgao Plae, Junction, Ponda",11,,,15,,,13,
,Vasco,"Fuse Call Office, Mormugao",5,,,33,,,9,
Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",7,,,26,,,17,
,,Cadilla Bridge Narol,7,,,27,,,18,
,,"Bhagavathi Estate, Keval Kanta Road, Rakhiyal",7,,,36,,,18,
,,"Reliable Products, 61/62 Ilaben
estate,PiranaDump Site,Narol (previous Dyno
Wash)",7,,,31,,,19,
,,L.D. Engg. College,7,,,27,,,16,
,,"Shardaben Hospital, Saraspur",7,,,31,,,18,
,,"R.C. Technical High School, Mirzapur",7,,,27,,,18,
,,"AZL Behrampura, Ahmadabad",8,,,38,,,18,
,Anklesvar,Rallis India Ltd.,9,,,29,,,21,
,,"Durga Traders, Bhavanafarm Society",8,,,29,,,21,
,Jamnagar,Fisheries Office,8,,,28,,,17,
,Rajkot,Nr. Sardhara Industrial Corporation,8,,,30,,,18,
,,GPCB Regional Offce,9,,,27,,,16,
,Surat,S.V.R. Engg. College,7,,,37,,,23,
,,"B.R.C. High School, Udhna",7,,,43,,,27,
,,Near Air India Office,6,,,40,,,24,
,Vadodara,"GPCB Office, Geri Vasahat",7,,,28,,,16,
,,"Sterling Gelatin Guest House, Vill-Karakhadi
Padia",9,,,28,,,20,
,,Dandia Bazaar,7,,,29,,,17,
,,CETP Nandesari,7,,,28,,,18,
,Vapi,"GEB, IIIrd Phase, GIDC",10,,,36,,,25,
,,"Vapi Nagar Palika, Vapi",8,,,28,,,19,
,,Housing Board,6,,,28,,,17,
,Damtal,Regional Office,5,,,10,,,7,
,,Old Road,5,,,10,,,7,
,Dharamshala,Kotwali Bazar Dharamshala,5,,,8,,,6,
,,"Daari, Dharamshala",5,,,8,,,5,
,Kala Amb,Kala Amb Industrial Area,10,,,19,,,15,
,,Kala Amb Town/Trilokpur,8,,,19,,,13,
,Manali,"Nehru Park, Manali, Kullu",5,,,15,,,7,
,,"HPSPCB, Hadimba Road, Manali, Kullu",5,,,12,,,5,
,Nalagarh,Durga Mata Mandir (Municipal Council),5,,,28,,,16,
,Paonta Sahib,Paonta Sahib,5,,,21,,,12,
,,Gondhpur Industrial Area,10,,,17,,,14,
,Parwanoo,"Regional Office, Sector- 4",5,,,14,,,5,
,,Asst. Commissioner Building Sector I,5,,,9,,,5,
,Shimla,Tekka Bench Ridge,5,,,23,,,6,
,,"Bus Stand, Winterfield",5,,,27,,,12,
,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",5,,,14,,,6,
,,"Muncipal Council, NH-21, Mandi",5,,,14,,,5,
Jammu & Kashmir,Jammu,"Regional Office, Jammu",12,,,30,,,19,
,,"M.A. Stadium, Jewel Chowk",11,,,31,,,18,
State/UT,,,,,,,,,,
,,,,,,,,,,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,NO2 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,,Bari Brahamana Industrial Area,9,,,27,,,19,
,Dhanbad,R.O. Dhanbad,30,,,44,,,36,
,,"EMTI, Bastacola",31,,,43,,,36,
,,"CGM Office, Kusunda",31,,,50,,,35,
,Jamshedpur,Bistupur Vehical Testing Centre,22,,,52,,,37,
,,Golmuri Vehicle Testing Centre,21,,,54,,,37,
,Jharia,M.A.D.A.,31,,,49,,,36,
,Ranchi,"Albert Ekka Chowk, Main Road",30,,,37,,,36,
,Saraikela,"RO Building, Adityapur",21,,,53,,,36,
Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,10,,,44,,,14,
,Bangalore,"Graphite India, White Field Road",11,,,39,,,25,
,,"AMCO Batteries, Mysore Road",13,,,53,,,26,
,,"KHB Industrial Area, Yelahanka",12,,,57,,,25,
,,Peenya Industrial Area,11,,,43,,,24,
,,Yeshwanthpura police station,11,,,52,,,25,
,,"Jnanabharathi, Bangalore University",8,,,17,,,11,
,,"TERI office, Vital Medi healthcare Pvt Ltd",10,,,62,,,25,
,Belgaum,Karnataka SPCB Office Building,10,,,22,,,12,
,Bidar,KSPCB Office Premises,5,,,10,,,7,
,Chitradurga,KSPCB Office Premises,5,,,15,,,5,
,Devanagere,"Regional Office building, KSPCB",5,,,16,,,7,
,,"Mothi Theatre, Gandhi Circle, P.B. Road / Traffic
Police Station",5,,,36,,,19,
,,"HPF Intakewell, Kumarapattnam",5,,,11,,,6,
,Gulburga,Government Hospital,5,,,28,,,9,
,Hassan,KSRTC bus stand building,10,,,27,,,19,
,Hubli-Dharwad,"Lakkamanahalli Industrial Area, Dharwad",9,,,23,,,15,
,,"Rani Chennamma Circle, Hubli",10,,,37,,,18,
,Mandya,"KSPCB Building, Bandigowda Badarahe",11,,,18,,,13,
,Mangalore,Baikampady Industrial Area,9,,,12,,,10,
,Mysore,"K.R.Circle, Visvesvaraya Bldg",5,,,19,,,15,
,,KSPCB Bldg. Hebbal Ind. Area,12,,,36,,,14,
,Shimaga,"The VISL, Oxygen Plant, Shimoga",5,,,33,,,11,
,Timukuru,KSPCB Office Premises,5,,,68,,,26,
Kerala,Alappuzha,"District Office, Alissery Road",5,,,5,,,5,
,,District Office Alappuzha,5,,,5,,,5,
,,William Goodacre Power House Bridge,5,,,5,,,5,
,Kochi,"Eloor I, FACT, Ambalamughal",5,,,30,,,17,
,,Eloor II,6,,,40,,,24,
,,Irumpanam,5,,,29,,,7,
,,Ernakulum South,5,,,19,,,7,
,,VYTTILA,5,,,19,,,7,
,,MG Road Bank Ernakulum,5,,,16,,,8,
,,KALAMASSERY / CSIR Complex,5,,,17,,,6,
,,Kuttipadam,5,,,22,,,9,
,Kollam,"KSPCB, District Office, Kadappakada",5,,,6,,,5,
,,KMML Chavara,5,,,9,,,7,
,Kottayam,Kottayam,5,,,13,,,12,
,,Vadavathoor,5,,,13,,,12,
,Kozhikode,Kozhikode City,5,,,5,,,5,
,,Nallalam,5,,,6,,,5,
,Malapuram,"Kakkanchery, Sijmak oils",5,,,22,,,13,
,Palakkad,SEPR Refractories India Ltd.,5,,,32,,,6,
,Pathanamthitta,"KSPCB, Makkamkunnu",14,,,18,,,16,
,Thiruvalla,Thiruvalla,15,,,19,,,16,
,Thiruvananthapuram,VELI / HiTech Chackai,5,,,19,,,9,
,,PETTAH / Sasthamangalam(plamadou),5,,,19,,,8,
,Thissur,"KSPCB, District Office, Poonkunnam",5,,,8,,,5,
,,Thissur/ Peringandoor,5,,,8,,,5,
,Wayanad,Sulthan Bathery,5,,,5,,,5,
,,Wayanad,5,,,5,,,5,
Madhya Pradesh,Amlai,HJI,14,,,23,,,18,
,,OPM,9,,,23,,,18,
,Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",6,,,56,,,24,
,,CETP Govindpura,5,,,32,,,15,
,,Arera Colony,5,,,22,,,10,
,Chhindwara,"HIG -33, Front of Geetanali Park Housing Board
Colony, Chadagaon",5,,,17,,,13,
,,"Hindustan Unileaver, Narsinghpur Road,",10,,,20,,,14,
State/UT,,,,,,,,,,
,,,,,,,,,,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,NO2 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Dewas,EID Perry (I) Limited,7,,,23,,,17,
,,Dewas Metal Section,9,,,55,,,18,
,,Vikas Nagar,10,,,23,,,17,
,Gwalior,Dindayal Nagar,5,,,50,,,19,
,,Maharaj Bada,6,,,64,,,21,
,Indore,"M.P. Laghu Udyog, Pologround",10,,,25,,,20,
,,"Kothari Market, M.G. Road",11,,,31,,,20,
,,"Telephone Nagar, 26 A, Kanadia Road",7,,,25,,,19,
,Jabalpur,Vijay Nagar,10,,,18,,,14,
,,Udaipur Beverage Racchai,12,,,24,,,17,
,Katni,"HIG-4 Housing Board Colony Jhinjhri, Katni",16,,,32,,,23,
,,"Calderys Works Refactories India Private
Limited, Guest House, Katni",17,,,39,,,24,
,Nagda,Chem. D. Labour Club,6,,,16,,,11,
,,B C I Labour Club,10,,,20,,,13,
,,Grasim Kalyan Kendra,9,,,22,,,15,
,Prithampur,"Vikas Bhavan, Sector-2",5,,,24,,,16,
,,"RCC Over Head Tank No. 1, Sector-3",13,,,25,,,19,
,Sagar,Pt.Deendayal Nagar,5,,,24,,,14,
,,"Katra Bazar, Sagar",6,,,23,,,13,
,Satna,Sub-divisional Office E/M Light Machniery,8,,,15,,,12,
,,"MPPCB,Dharwari GaliNo.5,House No.318",7,,,12,,,9,
,Singrauli,Jayant Township,10,,,73,,,36,
,,"N.T.P.C., Vidyanagar",12,,,68,,,37,
,,Waidhan,12,,,72,,,36,
,Ujjain,District Office,8,,,14,,,11,
,,Regional Office,6,,,31,,,9,
,,Mahakal Temple,8,,,20,,,11,
,,Chamunda Mata Chouraha,7,,,24,,,10,
Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",7,,,16,,,12,
,,"MIDC Water Work, Phash-II, MIDC Akola",8,,,18,,,14,
,,"College Of Engineering & Tech, Akola",8,,,18,,,14,
,Ambernath,Ambernath Municipal Council Office,14,,,66,,,39,
,Amravati,"Apurva Oil Industries, A-23, MIDC",7,,,25,,,14,
,,"Elect. Dept., Govt College Engineering",6,,,17,,,13,
,,"Rajkamal Square, Vaneeta Samaj",8,,,22,,,15,
,Aurangabad,S.B.E.S. College,15,,,69,,,44,
,,Collector Ofiice,19,,,58,,,40,
,,"C.A.D.A. Ofiice, Garkheda",20,,,79,,,45,
,Badlapur,BIWA Office,11,,,66,,,38,
,Bhiwandi,"Prematai Hall, Near Dhamankar Naka",16,,,53,,,35,
,,"Fire Brigade Office, I.G.M. Hospital",16,,,53,,,40,
,,"Regional Office, M.P.C. Board, Kalyan",26,,,83,,,42,
,Chandrapur,Grampanchat Ghughus,11,,,46,,,27,
,,M.I.D.C. Chandrapur,14,,,43,,,28,
,,"Gadchandur Gram Panchayat, Rajura",15,,,44,,,27,
,,"MIDC, Tadali",17,,,38,,,27,
,,"Muncipal Council, Ballarshah",14,,,39,,,27,
,Dombivali,Dombivali MIDC Phase-II,16,,,70,,,44,
,Jalgaon,B. J. Market,19,,,35,,,24,
,,Girna water tank,19,,,34,,,23,
,,MIDC Jalgaon,19,,,36,,,24,
,Jalna,"Bachat Bhawan, Near S P Office",17,,,48,,,34,
,,"Krishidhan Seeds Ltd, MIDC Area",15,,,47,,,34,
,Kolhapur,"University Campus, Shivaji University",7,,,40,,,24,
,,"Ruikar Trust, S.T. Stand",13,,,83,,,40,
,,"Mahadwar Road, Near Mahalaxmi Temple",14,,,71,,,32,
,Nagpur,Institution of Engineers,9,,,52,,,25,
,,"Govt. Polytechnic College, Sadar",9,,,74,,,26,
,,MIDC Office Hingana Road,9,,,58,,,26,
,,"MPCB Office Premises, Civil Lines",9,,,53,,,23,
,Nashik,R.T.O. Colony Tank,9,,,40,,,23,
,,"VIP Industrial Area, MIDC Satpura",8,,,38,,,22,
,,Nashik Municipal Council Building,9,,,44,,,23,
,,"MPCB Sub R.O. Udyog Bhawan, Nashik",9,,,42,,,23,
,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",34,,,65,,,45,
,,"Dr. D.Y. Patil College, Nerul, TTC",29,,,59,,,39,
,,"MPCB Lab, Mhape, TTC",35,,,56,,,44,
,,CIDCO Nodal Office Kharghar,16,,,54,,,39,
State/UT,,,,,,,,,,
,,,,,,,,,,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,NO2 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,,"Water Pump House, Panvel, Taloja",15,,,52,,,39,
,,"MIDC Collom Facility Building, Taloja",30,,,66,,,46,
,Pimpri-Chinchwad,"Bank of Baroda Builing, Near M.C Builiding",9,,,377,,,55,
,Pune,"Maratha Chamber of commerce, Bhosari",12,,,204,,,47,
,,State Electricity Board BLDG Nalstop,14,,,219,,,56,
,,Swargate Police Chawki,10,,,395,,,62,
,Sangli,"Udyog bhavan / SRO, MPCB Sangli",9,,,99,,,34,
,,Sangli- Miraj Primary school Building,12,,,98,,,44,
,,Krishna Valley School,8,,,79,,,38,
,Solapur,WIT Campus,5,,,33,,,16,
,,Voronoko School / Chitale Clinic,5,,,35,,,17,
,Thane,"Maternity Hospital, Dhobighat, Thane East",19,,,41,,,29,
,,"Shahu Market,Naupada, Thane West",20,,,42,,,30,
,,"Kolshet and Balkum, Thane West",18,,,40,,,29,
,Ulhasnagar,Smt. C. H. M. College Campus,11,,,91,,,38,
,,"Octroi Naka, Pawai-Chowk, Vithalwadi",13,,,66,,,42,
Manipur,Imphal,Secretariat Building,6,,,52,,,22,
Meghalaya,Byrnihat,"EPIP, Ri-Bhoi district",10,,,18,,,15,
,Dawki,"Terrace building, Jaintia Hills District",5,,,17,,,13,
,Khliehriat,"O/o BDO, C & R.D. Block-Khliehriat",5,,,14,,,10,
,Nongstoin,"Office Premises of E.E, PHED",6,,,15,,,13,
,Shillong,"Boards Office Permises, Lumpyngngad",5,,,11,,,7,
,,State Tuberculosis Hospital,13,,,28,,,21,
,,"Forest Rest House, Polo Hills",7,,,15,,,10,
,,"41/2 mile, Mylliem Range Office",5,,,13,,,9,
,Tura,"PHED, Araimille, West Garo Hills District",5,,,14,,,12,
,Umiam / Umsning,"Umiam Industrial Complex, Ri-Bhoi District",8,,,13,,,11,
Mizoram,Aizawl,"Khatla, M.G-Road, Mizoram SPCB",5,,,13,,,6,
,,Laipuitlang,5,,,5,,,5,
,,Bawngkawn,5,,,19,,,7,
,,"Dawrpui Y.M.A, Building, Dawrpui",5,,,21,,,9,
,,"Lengpui Airport, Model Veng, Lengpui",5,,,34,,,6,
,Champhai,"D.T.O Office Building, Kahrawt veng",5,,,11,,,5,
,,"Lalzidinga building, Vengthlang",5,,,11,,,5,
,Kolasib,"H. Lalthuama Building, Project Veng",5,,,6,,,5,
,,"Synod Bookroom, Building Diakkawn",5,,,5,,,5,
,Lunglei,"Thangkhuma Building, Salem Veng",5,,,5,,,5,
,,"K.Lalliantluanga, Chanmari I, Lunglei",5,,,8,,,5,
Nagaland,Dimapur,Bank Colony,5,,,21,,,7,
,,Dhobinala,5,,,30,,,9,
,,"Signal point, Dimapur, Nagaland SPCB",5,,,7,,,5,
,,"House no-288, Tenyiphe-I, Chumukiedima,
Dimapur",5,,,11,,,5,
,,"Vidya Bhawan School, Lane 17, Nagarjan, Kuda
Village, Dimapur",5,,,7,,,5,
,,"House no 24, Near community Hall, Viola
colony, Dimapur",5,,,5,,,5,
,,"ERJO Motors, Burma Camp, Dimapur",5,,,21,,,9,
,Kohima,Opposite NST Office,5,,,10,,,5,
,,Opposite War Cemetery,5,,,10,,,5,
Odisha,Angul,Industrial Estate,14,,,32,,,24,
,,NALCO Township,16,,,28,,,24,
,Balasore,Sahadevkhunta,8,,,12,,,11,
,,DIC office,6,,,12,,,10,
,,Rasalpur near Balgopalpur I/A,10,,,12,,,11,
,Berhampur,Regional Office Orissa SPCB,6,,,28,,,17,
,,IRC Village,8,,,25,,,15,
,,Office Premises Bhubaneswar,11,,,27,,,15,
,,"Patrapara, Khandagiri",10,,,19,,,13,
,,Chandrashekharpur,8,,,22,,,14,
,Bonaigarh,"Govt. Hospital Bonai At/Po/PS-Bonai Dist-
Sudargarh",9,,,18,,,12,
,Cuttack,P.H.D Office Barabati,17,,,23,,,19,
,,"R.O. Cuttack Office, Surya Vihar",12,,,26,,,20,
,Jharsuguda,R.O. Building Cox colony,9,,,19,,,12,
,,"TRL Colony, M/s. TRL Krosaki Refractories Ltd.
PO: Bhepahar,",10,,,19,,,14,
,Kalinga Nagar,Over the Guest House of M/s NINL,11,,,21,,,17,
,,RO Office Building,10,,,22,,,15,
State/UT,,,,,,,,,,
,,,,,,,,,,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,NO2 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Konark,Konark Police Station,7,,,18,,,12,
,Paradeep,On roof of PPT Staff Quarter,6,,,16,,,12,
,,On roof of PPL Gueest,6,,,21,,,11,
,Puri,Town Police Station,6,,,20,,,14,
,Rajgangpur,"DISIR, Rajgangpur",9,,,18,,,11,
,Rayagada,Regional Office Orissa SPCB,11,,,18,,,15,
,,"LPS High School, Jaykaypur",10,,,19,,,15,
,Rourkela,"Regional Office, ORPB",5,,,18,,,11,
,,Kalunga Industrial Estate,9,,,18,,,12,
,,"IDL Police Out-post, Sonaparbat",5,,,18,,,11,
,,"Kuarmunda, Sundergarh",9,,,20,,,11,
,Sambalpur,"Filter Plant, PHD Office, Modipara",11,,,31,,,22,
,Talcher,Coal Field Area,18,,,31,,,27,
,,T.T.P.S.Colony,17,,,31,,,27,
Puducherry,Karaikal,"B.Ed College (PKCE), Nehru Nagar",5,,,8,,,5,
,,"Govt. Tourist Home, Kovilpathu",5,,,16,,,5,
,,"M/s Puducherry Power Corporation Limited,
Polagam, T.R. Pattinam,",5,,,11,,,5,
,Puducherry,"DSTC Office Upstairs, PHB 3rd Floor, AnnaNagar",5,,,14,,,7,
,,PIPDIC Ind. Estate Mettupalayam,5,,,13,,,7,
,,Chamber Of Commerce,5,,,12,,,7,
,Amritsar,R.O. Focal Point (earlier Nagina soap factory),22,,,41,,,33,
,,"Vinod Chilling Center / Kochar Bhavan (earlier
A-1,Platers)",22,,,44,,,32,
,Aspal Khurd (Tapa),"Vill:Aspal Khurd, Teh:Tapa",6,,,27,,,15,
,Bara Pind (Goraya),"Vill:Bara Pind, Teh:Goraya",10,,,26,,,17,
,Bhatinda,"Bathinda Milk Producers, Dabwali Road",7,,,24,,,14,
,Binjon (Garshankar),"CHC, Vill:Binjon, Teh: Garshankar",15,,,26,,,19,
,Bishanpura (Payal),"Longowalia Yarns (Unit-II), Vill-Bishanpura, Teh:
Payal",11,,,32,,,22,
,Changal (Sangrur),"Mastuana Sahib, Vill:Changal, Teh:Sangrur",5,,,29,,,15,
,Dera Baba Nanak,C-PYTE Building,11,,,17,,,13,
,Dera Bassi,"Punjab Chem and Crop Protection, Bhanakarpur
Rd",5,,,30,,,18,
,,"Winsome Yarns Ltd., Barwala Road",11,,,30,,,18,
,Fatehpur (Samana),"Baba Banda Singh Bahadur College,
Vill:Fatehpur, Teh:Samana",8,,,33,,,18,
,Gobindgarh,"Modi Oil and General Mills, Mandi",9,,,38,,,22,
,,"Raj Steel Rolling Mills, Mandi",10,,,39,,,22,
,,"United Rolling Mills, Mandi Gobindgarh",11,,,38,,,22,
,"Guru Ki Dhab
(Kotkapura)","Vil:Guru Ki Dhab / Basti Himmatpura,
Teh:Kotkapura",6,,,25,,,13,
,Jaito Sarja (Batala),"Royal Nursing College, Vill: Jaito Sarja, Teh:
Batala",12,,,27,,,17,
,Jalandhar,Municipal Council Tubewell No. 27,21,,,43,,,27,
,,Regional Office,21,,,45,,,27,
,,"Punjab Maltex , Kapurthala Road",15,,,38,,,22,
,,Focal Point,19,,,34,,,27,
,Kharaori (Sirhind),"Vill:Kharaori, Teh:Sirhind",10,,,30,,,17,
,Kotladoom (Ajnala),"Satyam College, Ramtirath Road, Vill:
Kotladoom, Teh: Ajnala",12,,,21,,,15,
,Ludhiana,Bharat Nagar Chowk / RO Gill Road,17,,,44,,,25,
,,"Nahar Spining Mlls, Dholewal Chawk",19,,,45,,,25,
,,"Ludhiana Coop. Milk Producer, Ferozpur Rd",15,,,54,,,23,
,,"PPCB Office Building, Vishavkarma Chowk",19,,,58,,,29,
,"Mukandpur
(Nawashahar)","Govt. Senior Sec. School, Vill:Mukandpur,
Teh:Nawashahar",16,,,29,,,20,
,Mureedke (Batala),"Johal Farm, Vill: Mureedke, Teh: Batala",15,,,49,,,25,
,"Naudhrani
(Malerkotla)","Vill:Naudhrani, Teh:Malerkotla",6,,,27,,,16,
,Naya Nangal,Punjab Alkalis & Chemicals Ltd,10,,,31,,,18,
,,"M/s NFL Guest House,Naya Nangal",8,,,32,,,19,
,Patiala,"Ceylon Industries, Factory Area, Patiala",11,,,27,,,17,
,,"Fire Brigade Station, Bahera Road, Patiala",11,,,29,,,18,
,"Qila Bharian
(Sangrur)","Gurdwara Gangsar Sahib, Vill:Qila Bharian,
Teh:Sangrur",5,,,28,,,15,
,Rakhra (Patiala),"Shree Ganesh Group of Institute, Vill:Rakhra,
The:Patiala",5,,,29,,,17,
,Rohila (Samrala),"Gopimal Kaur Sain Industries Pvt. Ltd, Vil:Rohila,
Teh:Samrala",15,,,29,,,22,
State/UT,,,,,,,,,,
,,,,,,,,,,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,NO2 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,"Tirathpur (Amritsar
I)","United ITI, Vill: Tirathpur, Teh:Amritsar I (earlier
Sriguru Harkishan Public School,Rasulpur Kalan)",11,,,21,,,14,
Rajasthan,Alwar,Rajasthan State Pollution Control Board,18,,,38,,,29,
,,Gaurav Solvex Ltd. MIA,23,,,44,,,36,
,,"RIICO Pump House, MIA",27,,,42,,,34,
,Bharatpur,Khadi Gramoday Samiti,23,,,46,,,29,
,,RIICO office Building,23,,,41,,,27,
,,"RO, Building",22,,,36,,,25,
,Bhiwadi,R.O.Building,18,,,63,,,44,
,,UIT Guest House,15,,,69,,,35,
,,Uttam Strips Ltd,22,,,65,,,42,
,Chittorgarh,"Regional Office building, RSPCB, Near FCI
Godown, Chnaderiya",19,,,44,,,29,
,,"Veterinary Hospital, Meeranagar",19,,,42,,,27,
,,"PHED Pump House, Segawa",13,,,38,,,25,
,Jaipur,Ajmeri Gate,13,,,59,,,27,
,,"RJPB Office,Jhalana Doongari",13,,,59,,,27,
,,"District Education Officer, Chandpole",12,,,37,,,25,
,,"RIICO Office, M.I.A.",12,,,44,,,20,
,,"RSPCB, Vidyadhar Nagar",11,,,49,,,25,
,,VKIA,13,,,57,,,26,
,,"22,Godam, RIICO Office",11,,,29,,,20,
,,Mansarovar Nagar Niigam,11,,,32,,,19,
,,RIICO Office Sitapura Industrial Area,13,,,47,,,24,
,Jodhpur,"DIC Office, Industrial Estate",5,,,62,,,26,
,,Sojati Gate,5,,,60,,,28,
,,"Basni Industrial Area, RIICO Office",5,,,66,,,25,
,,Maha Mandir Police Thane,5,,,66,,,26,
,,"Office of Housing Board, Chopasani Road",5,,,61,,,25,
,,Shastri Nagar Police Thana,5,,,64,,,25,
,,Kudi Mahila Thana,5,,,60,,,20,
,,Sangariya Police Choki,5,,,60,,,20,
,,SoorsagarThana,5,,,57,,,19,
,Kota,"Regional Office, RJPB, Anantpura",21,,,29,,,24,
,,Municipal Corporation Building,20,,,30,,,25,
,,Samcore Glass Ltd.,20,,,27,,,23,
,,FireStation Nagar Nigam Shrinathpuram,21,,,34,,,24,
,,"RajasthanTechnical University,Rawatbhata",19,,,30,,,23,
,Udaipur,Ambamata,7,,,53,,,13,
,,Town Hall,9,,,57,,,18,
,,"Regional Office,MIA",6,,,56,,,19,
Sikkim,Chungthang,Chungthang,5,,,5,,,5,
,Gangtok,"White Hall Complex, Tasi view point",5,,,17,,,9,
,Mangan,Mangan Police Station,5,,,8,,,6,
,Namchi,Namchi,5,,,7,,,5,
,Pelling,The Pelling Girls Hostel,5,,,7,,,5,
,Rangpo,Rangpo Fire Station,5,,,14,,,8,
,Ravangla,Ravangla Range Office,5,,,7,,,5,
,Singtam,Police Station Building,5,,,11,,,7,
Tamilnadu,Chennai,"Govt. High School, Manali",10,,,21,,,16,
,,Kathivakkam,7,,,20,,,16,
,,Thiruvottiyur,9,,,19,,,15,
,,Adiyar,9,,,25,,,17,
,,Kilpauk,9,,,27,,,18,
,,Thiyagaraya Nagar,12,,,55,,,20,
,,Nunbakgum,12,,,25,,,18,
,,Anna Nagar,9,,,27,,,19,
,Coimbatore,"Poniarajapuram, On the top of DEL",13,,,21,,,17,
,,G.D.Matric Hr.Sec.School,13,,,24,,,17,
